NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;FE.INSTAL.;FE.PROX.VIS.;TIPO SISTEMA;DESC. TIPO SIST.;TOT.PUNTOS;CANT.FUSIBLES;CANT.BOQUILLAS;NUM.SERIE CARTUCHO;FE.CAMB.CARTUCHO;NUM.SERIE ARMARIO;
SF-09-07-03;0010113;T-1 AEROP.BCN*REST.MEDAS Y REST.LA PAUSA;2;CAMPANA PARED 4,50 m;10-JUN-09;         ;SF/A 300       ;;  8;  4;  6;; 1-ABR-08;006374;
SF-09-07-03;0010113;T-1 AEROP.BCN*REST.MEDAS Y REST.LA PAUSA;3;CAMPANA PARED 5,07 m;10-JUN-09;         ;SF/A 300       ;;  9;  4;  6;; 1-ABR-08;006377;
SF-09-07-03;0010113;T-1 AEROP.BCN*REST.MEDAS Y REST.LA PAUSA;4;CAMPANA PARED 4,42 m;10-JUN-09;         ;SF/A 300       ;; 11;  4;  9;; 1-ABR-08;006333;
SF-09-07-08;3755;REST. MµS QUE TAPAS;1;CAMPANA PARED 3,20 MTS;29-ABR-08;         ;SF/A 300       ;; 10;  3;  7;; 1-FEB-07;005215;
SF-09-07-09;3756;REST. BENSO;1;CAMPANA PARED 2,60 MTS;14-FEB-09;         ;SF/A 300       ;;  8;  3;  6;;         ;006676;
SF-09-07-10;3818;RESTAURANTE LA CA•ADA;1;CAMPANA CENTRAL; 5-MAY-09;17-DIC-13;SF/A 300       ;TANDEM; 18;  3; 13;; 1-SEP-07;006378;
SF-09-07-11;3760;HOTEL WILSON;1;CAMPANA PARED;28-NOV-08; 4-AGO-22;SF/A 300       ;;  5;  1;  4;LT-30; 1-NOV-07;006046;
SF-09-07-12;1597;REST. EL CAFE D'EN VICTOR;1;CAMPANA DE PARED 6,50 MTS     ;11-JUL-03; 4-JUL-22;SF/A 300       ;TANDEM; 18;  6; 12;doble tank; 1-JUN-08;                    ;
SF-09-07-14;3763;CEIP FRANCESC MACIA;1;CAMPANA CENTRAL 2 m;18-MAY-09;         ;SF/A 300       ;; 10;  2;  6;; 1-ABR-08;006560;
SF-09-07-15;3764;CEIP BUFALA;1;CAMPANA CENTRAL 3 MTS.;28-OCT-05;         ;SF/A 300       ;; 10;  3;  6;004175;         ;;
SF-09-08-01;3757;PARQUE BIOLOGICO DE MADRID (FAUNIA);1;CAMPANA CENTRAL               ;11-NOV-02; 1-AGO-09;SF/A 300       ;TANDEM; 16;  4; 12;                    ;         ;                    ;
SF-09-08-01;3757;PARQUE BIOLOGICO DE MADRID (FAUNIA);2;CAMPANA PARED                 ;11-NOV-02; 1-AGO-09;SF/A 300       ;TANDEM; 12;  5; 10;                    ;         ;                    ;
SF-09-08-01;3757;PARQUE BIOLOGICO DE MADRID (FAUNIA);3;CAMPANA CENTRAL ESPECIAL      ;11-NOV-02; 1-AGO-09;SF/A 300       ;;  9;  3;  8;                    ;         ;                    ;
SF-09-08-02;3768;GERIATRICO ALMENDRALEJO;1;CAMPANA CENTRAL;13-JUN-08;14-ABR-10;SF/P 450       ;; 14;  3; 10;;         ;;
SF-09-08-06;3744;FUNDACIO PRIVADA VORAMAR;1;CAMPANA HORNO + FREIDORAS;17-JUL-09; 4-SEP-22;SF/P 450       ;;  9;  2;  7;;         ;;
SF-09-08-07;4104;HOTEL ST. REGIS MARDAVALL;1;CAMPANA COCINA ES FUM;21-ENE-09;21-AGO-22;SF/A 300       ;TANDEM; 14;  4;  9;LT-30; 1-JUL-01;008427;
SF-09-08-07;4104;HOTEL ST. REGIS MARDAVALL;2;CAMPANA COCINA CENTRAL;21-ENE-09;21-AGO-22;SF/A 300       ;TANDEM; 20;  6; 15;LT-30; 1-JUL-01;008628;
SF-09-08-07;4104;HOTEL ST. REGIS MARDAVALL;3;CAMPANA SHOW COOKING;21-ENE-09;21-AGO-22;SF/A 300       ;TANDEM; 18;  2; 10;LT-30; 1-MAY-02;008423;
SF-09-08-07;4104;HOTEL ST. REGIS MARDAVALL;4;CAMPANA SA BADIA;21-ENE-09;21-AGO-22;SF/A 300       ;; 10;  3;  7;;         ;;
SF-09-08-08;3745;FRESC CO VALLADOLID;1;CAMPANA PARED 2,05 m;10-JUL-09;         ;SF/A 300       ;;  7;  2;  4;LT-30-RE;         ;006338;
SF-09-08-09;1675;COL.LEGI LA SALLE;1;CAMPANA CENTRAL 2,8 MTS       ; 2-AGO-02;25-SEP-22;SF/A 300       ;; 10;  3;  9;lt-30; 1-JUN-02;                    ;
SF-09-08-10;3775;CEIP GAVA MAR;1;CAMPANA CENTRAL 2 Mts; 8-SEP-08;         ;SF/A 300       ;; 10;  2;  6;; 1-ABR-08;005830;
SF-09-09-01;3752;RISTORANTE COLOSSEUM;1;CAMPANA PARED 4,5 m; 2-SEP-09;26-MAR-13;SF/A 300       ;; 13;  4;  9;; 1-MAY-08;006343;
SF-09-09-05;3543;CEIP EL VIVER;1;CAMPANA PARED;21-OCT-08;18-MAR-13;SF/A 300       ;;  9;  3;  6;; 1-ABR-08;005881;
SF-09-09-06;3785;RESTAURANTE RIBERA MANERO;1;CAMPANA PARED 2,2 m;10-ABR-07;18-ABR-17;SF/A 300       ;;  9;  2;  5;;         ;;
SF-09-09-08;3766;SCHERING PLOUGH, SA;1;CAMPANA CENTRAL 4 m;11-SEP-09;18-MAY-10;ANSUL          ;R-102; 18;  4; 14;DOBLE TANK; 1-DIC-05;159568;
SF-09-10-01;4781;CENTRE VEDRUNA PALAFRUGELL;1;CAMPANA PARED 5m;13-ENE-09; 7-MAY-19;SF/P 450       ;; 12;  4;  9;;         ;;
SF-09-10-02;3164;TAPAS BAR - S.S. DE LOS REYES;1;CAMPANA PARED;20-DIC-07;         ;SF/A 300       ;; 11;  4;  8;;         ;004514;
SF-09-10-03;3515;ESCUELA INFANTIL ENAN@S;1;CAMPANA PARED 3,5 m ;25-SEP-04;21-OCT-13;SF/A 300       ;; 11;  3;  8;                    ;         ;001269//2004        ;
SF-09-10-04;3761;COLEGIO JESUS, MARIA Y JOSE;1;CAMPANA CENTRAL 3 m; 7-SEP-09;13-MAR-22;SF/P 450       ;; 14;  4; 10;;         ;;
SF-09-10-07;3038045;RESTAURANTES AEROPUERTO BCN - T2;2;TERRACOTTA (2327) Lado Tierra;         ; 1-NOV-09;ANSUL          ;R-102; 13;  5; 10;;         ;;
SF-09-10-07;3038045;RESTAURANTES AEROPUERTO BCN - T2;5;FRESH & READY (2309) Lado Tier;         ; 1-NOV-09;ANSUL          ;R-102;  5;  3;  5;;         ;;
SF-09-10-10;0344004;CEIP CIUTAT D'ALBA (SANT CUGAT XI);1;CAMPANA CENTRAL 2 m;14-OCT-09; 2-ENE-13;SF/A 300       ;;  9;  2;  6;; 1-AGO-08;006691;
SF-09-10-11;2584015;C.E.I.P. ROSER CAPDEVILA;1;CAMPANA CENTRAL 2 m; 6-AGO-09;         ;SF/A 300       ;; 10;  2;  6;; 1-AGO-08;006341;
SF-09-10-12;3811;CEIP LES MIMOSES;1;CAMPANA PARED;29-DIC-08;20-NOV-22;SF/A 300       ;;  7;  3;  4;LT-30; 1-AGO-08;006016;
SF-09-11-01;3819;RESTAURANTE LA BOLA;1;CAMPANA PARED 3,5 m;23-JUL-09;28-FEB-14;SF/P 450       ;; 14;  3; 13;;         ;;
SF-09-11-02;0983;HOTEL GALLERY ;1;CAMPANA CENTRAL FASE I; 6-MAY-09; 1-NOV-09;SF/A 300       ;TANDEM; 21;  6; 16;; 1-MAY-08;006566;
SF-09-11-02;0983;HOTEL GALLERY ;2;CAMPANA PARED FASE I; 6-MAY-09; 1-NOV-09;SF/A 300       ;;  5;  2;  3;; 1-ABR-08;006557;
SF-09-11-02;0983;HOTEL GALLERY ;3;CAMPANA PARED 2,50 m; 8-SEP-09; 1-NOV-09;SF/A 300       ;;  6;  2;  5;; 1-ABR-08;006432;
SF-09-11-03;3815;CASA DE FAMILIA DE SANT JOSEP ORIOL;1;CAMPANA PARED 5,50m; 6-NOV-09;         ;SF/A 300       ;; 11;  5; 10;        ; 1-ABR-08;S-006559;
SF-09-11-04;3816;CAFETERIA VINATEA;1;CAMPANA PARED 3,40 m;19-JUN-09;         ;SF/A 300       ;; 11;  3;  9;; 1-ABR-08;S-006425;
SF-09-11-05;3038044;REST GAIG T-1 LOCAL Nß 2317;1;CAMP. CENTRAL + HORNO; 9-NOV-09;12-MAR-18;SF/P 600       ;Tandem; 15;  7; 14;;         ;;
SF-09-11-05;0656057;REST. GAIG * AEROPUERTO BCN T1;2;CAMPANA PARED 3,10 m; 9-NOV-09;12-MAR-18;SF/P 450       ;;  9;  3;  9;;         ;;
SF-09-11-08;3673;REST. GADUS;1;CAMPANA PARED 4,5 m; 9-JUN-09; 1-DIC-09;SF/A 300       ;; 11;  4;  9;; 1-NOV-07;S-005347;
SF-09-11-09;3822;CASAL GENT GRAN DE SANT PERE NORD;1;CAMPANA CENTRAL;13-NOV-08;28-DIC-20;SF/A 300       ;;  8;  2;  5;; 1-FEB-07;004973;
SF-09-11-10;3630;FACULTAD ING.TEC.IND. Y PERITOS;1;CAMPANA CENTRAL 4m;10-FEB-09; 1-OCT-10;SF/A 300       ;Tandem; 22;  3; 15;; 1-SEP-07;470069;
SF-09-11-11;4880;RESTAURANTE-MERENDERO EL CRUCE;1;CAMPANA CENTRAL;16-JUN-09;27-ABR-20;SF/A 300       ;; 21;  4; 15;2008-03;         ;S-006364;
SF-09-11-12;3825;REST. COCINA ECONOMICA DE OVIEDO;1;CAMPANA CENTRAL ESPECIAL;24-SEP-09;23-AGO-22;SF/A 300       ;Tandem; 16;  4; 11;DOBLE TANKE; 1-JUN-08;S-006680;
SF-09-11-14;3828;ESCOLA BRESSOL HOSPITALET;1;CAMPANA DE PARED;23-JUL-09;         ;SF/A 300       ;;  7;  2;  4;; 1-SEP-08;006743;
SF-09-11-15;3829;REST. LA COCINA ECONOMICA DE GIJON;1;CAMPANA CENTRAL;24-SEP-09;22-AGO-22;SF/A 300       ;Tandem; 21;  7; 15;DOBLE TANKE; 1-SEP-07;S-006679;
SF-09-11-20;3833;COLEGIO MONTANEJOS;1;CAMPANA PARED 3 m; 9-SEP-09;         ;SF/A 300       ;; 10;  3;  6;; 1-OCT-08;006431;
SF-09-11-21;3834;CEIP DR. SAMARANCH I FINA;1;CAMPANA CENTRAL 2,5 m;10-SEP-09;         ;SF/A 300       ;TANDEM; 12;  3;  7;6/08;         ;6696;
SF-09-11-22;3893;C.E.I.P. VALL DEL GES;1;CAMPANA CENTRAL; 2-JUL-09;26-NOV-22;SF/A 300       ;; 10;  2;  7;; 1-OCT-08;S-006430;
SF-09-11-23;3836;BAR RESTAURANTE LUIS;1;CAMPANA PARED 3 m;17-NOV-09;         ;SF/P 450       ;;  9;  3;  9;;         ;;
SF-09-12-01;0010051;P.O.: 14071 SANTS ARS;1;CAMPANA PARED 4,5 m;16-NOV-09;         ;SF/A 300       ;Tandem; 16;  5; 12;; 1-SEP-07;002434;
SF-09-12-02;2632;RESTAURANT ALBAMAR;1;CAMPANA 5,4 m;17-NOV-09;15-JUN-22;SF/P 450       ;; 14;  4; 14;;         ;;
SF-09-12-03;2927004;GRUPO IBEROSTAR;1;CAMPANA PARED 3 m; 4-DIC-09;24-AGO-22;SF/A 300       ;;  9;  3;  6;;         ;;
SF-09-12-05;2209002;REST. PUERTA 57;1;CAMPANA CENTRAL; 1-DIC-04;28-MAR-12;ANSUL          ;Tandem; 12;  3; 10;;         ;;
SF-09-12-05;2209002;REST. PUERTA 57;2;CAMPANA DE PARED; 1-DIC-04;28-MAR-12;ANSUL          ;Tandem; 11;  3; 11;;         ;;
SF-09-12-05;2209002;REST. PUERTA 57;3;CAMPANA EN L; 1-DIC-04;28-MAR-12;ANSUL          ;Tandem; 12;  3; 10;;         ;;
SF-09-12-05;2209002;REST. PUERTA 57;4;CAMPANA DE PARED; 1-DIC-04;28-MAR-12;ANSUL          ;Tandem; 18;  3; 14;;         ;;
SF-09-12-06;2209001;REST. LA MAQUINA  C/SOR ANGELA;1;CAMPANA CENTRAL; 1-SEP-04;31-MAR-12;ANSUL          ;Tandem; 16;  3; 16;;         ;;
SF-09-12-06;2209001;REST. LA MAQUINA  C/SOR ANGELA;2;CAMPANA DE PARED; 1-SEP-04;31-MAR-12;ANSUL          ;; 10;  3;  7;;         ;;
SF-09-12-08;4145;ESCOLA AMISTAT;1;CAMPANA CENTRAL 3.5 MTS;14-MAY-08;16-NOV-22;SF/A 300       ;TANDEM; 12;  4;  8;LT-30; 1-NOV-06;005653;
SF-09-12-10;3256001;IES CELRA;1;CAMPANA PARED 3,20 m; 7-SEP-09;         ;SF/A 300       ;; 10;  3;  6;; 1-FEB-09;00306;
SF-09-12-11;3601001;CEIP ELS PINETONS;1;CAMPANA;10-SEP-09;         ;SF/A 300       ;;  9;  2;  6;; 1-AGO-08;006640;
SF-09-12-14;3850;ESCOLA PETIT ESTEL;1;CAMPANA CENTRAL 3,60 m;14-SEP-09;21-OCT-22;SF/P 450       ;; 14;  4; 12;;         ;;
SF-09-12-16;0010018;P.O.: 11111 MONTCADA ;1;CAMPANA PARED; 7-SEP-09;         ;SF/A 300       ;;  7;  3;  6;;         ;S-055769;
SF-10-01-01;3152;REST. CASA FELIPE;1;CAMPANA PARED ; 6-JUL-07;28-JUN-18;SF/A 300       ;;  8;  3;  5;; 1-ENE-07;004568;
SF-10-01-02;3723;CHURRERIA BADAJOZ;1;CAMPANA PARED 1,2 m;31-MAR-09; 4-ABR-13;SF/A 300       ;;  8;  1;  4;LT-30-R;         ;006050;
SF-10-01-03;3856;RESTAURANTE LA GARGOLA;1;CAMPANA PARED;18-MAY-07;         ;SF/A 300       ;; 10;  3;  6;;         ;004604;
SF-10-01-04;1753;REST. BESTIARI;1;CAMPANA PARED 4 m ; 2-ABR-02; 3-OCT-13;SF/P 450       ;; 13;  3; 11;                    ;         ;                    ;
SF-10-01-05;4174;FEVAL INSTITUCION FERIAL DE EXTREMADURA;1;CAMPANA CENTRAL 4 m;22-DIC-08; 6-ABR-13;SF/A 300       ;TANDEM; 16;  4; 12;DOBLE TANK 2006-12;         ;005963;
SF-10-01-05;4174;FEVAL INSTITUCION FERIAL DE EXTREMADURA;2;CAMPANA PARED 3MTS; 6-FEB-09; 6-ABR-13;SF/A 300       ;;  8;  2;  6;LT-30-RE;         ;006231;
SF-10-02-01;0010076;P.O.: 11391 UGALDEBIETA;1;CAMPANA PARED 4,70 m;22-SEP-09;         ;SF/A 300       ;;  9;  4;  6;; 1-AGO-08;006690;
SF-10-02-01;0010076;P.O.: 11391 UGALDEBIETA;2;CAMPANA PARED 2,55 m  GRILL;22-SEP-09;         ;ANSUL          ;R-102;  8;  0;  6;LT-30;         ;090847;
SF-10-02-02;2256001;REST. STOP;1;CAMPANA CENTRAL               ;12-ABR-06;26-MAR-14;SF/A 300       ;TANDEM; 19;  4; 13;                    ;         ;L-127404;
SF-10-02-03;1678015;MUFACE * MINISTERIO DE ADM. PUBLICAS;1;CAMPANA CENTRAL 3 m  CAFETERIA;13-MAR-03;23-JUN-11;SF/P 450       ;; 13;  3; 11;                    ;         ;                    ;
SF-10-02-04;3866;REST. LA OCA * POBLE ESPANYOL;1;CAMPANA DE PARED 4 MTS;24-JUL-06;14-DIC-13;SF/A 300       ;; 11;  4;  7;; 1-ENE-06;2957;
SF-10-02-05;0581;REST. GAZTELUPE;1;CAMPANA PRINCIPAL             ;19-FEB-95; 1-FEB-10;SF/P 450       ;; 10;  4; 10;0713631  ; 4-OCT-02;                    ;
SF-10-02-06;3534;HOSTAL MESON SAN FRANCISCO;1;CAMPANA PARED 7,4 m; 4-SEP-09;13-ABR-13;SF/A 300       ;TANDEM; 20;  6; 19;; 1-AGO-08;;
SF-10-02-08;3675;AGENCIA ESTATAL DE METEOROLOGIA;1;CAMPANA CENTRAL + HORNO; 7-OCT-09;15-AGO-22;SF/P 450       ;; 13;  4; 11;;         ;;
SF-10-02-09;3868;RESIDENCIA SANASOL;1;CAMPANA PARED;23-SEP-08;         ;SF/A 300       ;;  8;  2;  5;; 1-ABR-08;005868;
SF-10-02-12;3621004;HOTEL NH MASTER;1;CAMPANA CENTRAL; 5-OCT-09;13-ABR-10;SF/A 300       ;; 11;  3;  8;;         ;;
SF-10-02-15;3873;RESIDENCIA GALDOS;1;CAMPANA DE PARED 4,50 MTS; 1-MAR-10;         ;ANSUL          ;R-102; 14;  4;  8;DOBLE TANKE; 1-ABR-06;S-187222;
SF-10-03-06;2702;COLEGIO PUBLICO FCO. TOMAS Y VALIENTE;1;CAMPANA CENTRAL 2 m ; 2-SEP-05;         ;SF/A 300       ;; 11;  2;  8;LT302               ;         ;002206              ;
SF-10-03-07;3040002;HOTEL VINCCI POSADA DEL PATIO;1;CAMPANA CENTRAL 3,75 m;22-DIC-09;         ;SF/P 600       ;; 18;  3; 14;;         ;;
SF-10-03-09;3885;KRUNCH - ANDORRA;1;CAMPANA FREIDORAS;16-JUL-09;         ;SF/A 300       ;;  6;  2;  4;;         ;;
SF-10-03-09;3885;KRUNCH - ANDORRA;2;CAMPANA PLANCHAS;16-JUL-09;         ;SF/A 300       ;;  5;  2;  5;; 1-FEB-08;6424;
SF-10-03-10;3886;C.E.I.P. TERESA BERGADA;1;CAMPANA CENTRAL 1,70m;14-SEP-09;         ;SF/A 300       ;; 10;  3;  6;; 1-ABR-08;006562;
SF-10-03-11;2259;NEWREST ESPA•A, S.L.-P.I. REJAS-BARAJAS;1;CAMPANA CENTRAL 10 MTS        ; 7-MAR-05; 4-JUN-22;SF/P 450       ;Tanden; 32;  6; 24;                    ;         ;                    ;
SF-10-03-11;2259;NEWREST ESPA•A, S.L.-P.I. REJAS-BARAJAS;2;CAMPANA PARED 11 MTS.         ; 7-MAR-05; 4-JUN-22;SF/P 450       ;Tandem; 27;  5; 25;                    ;         ;                    ;
SF-10-03-12;2702001;COLEGIO VALDEMERA;1;CAMPANA CENTRAL 2MTS; 1-ENE-07;29-DIC-10;ANSUL          ;R-102; 13;  2;  8;DOBLE TANK; 1-ABR-06;172735;
SF-10-03-15;0963024;COLEGIO LUIS BU•UEL;1;CAMPANA CENTRAL 3 m; 6-JUL-09;         ;SF/A 300       ;;  9;  3;  6;LT-30 RE;         ;006334;
SF-10-03-16;0963026;COLEGIO BRAVO MURILLO;1;CAMPANA CENTRAL;11-AGO-09;         ;SF/A 300       ;; 11;  3;  7;;         ;S-006342;
SF-10-04-01;3895;I.E.S. DIEGO DE PRAVES;1;CAMPANA CENTRAL 2,5 m;26-AGO-09; 1-OCT-10;SF/A 300       ;;  7;  3;  7;; 1-AGO-08;006701;
SF-10-04-02;3308;LABORATORIOS MENARINI;1;CAMPANA PARED EN "L"; 5-ABR-08; 8-OCT-22;SF/P 450       ;; 13;  5; 11;;         ;;
SF-10-05-01;3903;RESIDENCIA AZAHAR DEL MEDITERRANEO;1;TECHO ASPIRANTE;27-NOV-09; 1-MAY-10;SF/A 300       ;TANDEM; 22; 12; 19;; 1-MAY-08;191837;
SF-10-05-03;3905;SOCIEDAD SAN MARCIAL;1;CAMPANA CENTRAL 3,5 m; 3-FEB-10; 1-JUL-10;SF/A 300       ;; 16;  3; 14;; 1-MAY-08;S-246193;
SF-10-05-06;0239017;PARADOR DE VIC-SAU;1;CAMPANA CENTRAL 5,4 m; 1-ABR-06;         ;ANSUL          ;R/102; 20;  3; 14;2006;         ;2006;
SF-10-05-07;3913;RESTAURANTE LA RACLETTE;1;CAMPANA DE PARED 2,35MTS;27-ABR-10;         ;SF/A 300       ;; 10;  3;  6;LT-30; 1-ENE-09;S-007017;
SF-10-06-03;3876;RESTAURANTE OLESA 4;1;CAMPANA DE PARED 2,20MTS; 2-MAR-10;         ;SF/A 300       ;;  7;  3;  5;; 1-FEB-08;;
SF-10-06-04;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 3 m; 1-DIC-09;         ;SF/A 300       ;;  8;  4;  5;; 1-ABR-08;S-006633;
SF-10-06-05;2305001;REST. TOC DE MAR;1;CAMPANA PARED 5,5 m; 6-MAY-10;25-MAR-19;SF/P 450       ;; 15;  4; 13;;         ;;
SF-10-06-06;3929;RESIDENCIA GEROINNOVA BCN;1;CAMPANA PARED 5,50 MTS;22-ENE-09;         ;SF/A 300       ;; 11;  4;  8;; 1-NOV-07;006243;
SF-10-07-01;2209010;REST. CASA QUIROS;1;CAMPANA CENTRAL 3x2 m; 5-DIC-09;29-MAR-12;SF/P 450       ;; 14;  4; 11;;         ;;
SF-10-07-03;3930;HOTEL AXEL;1;CAMPANA DE PARED 4,70MTS;23-ABR-10;         ;SF/P 450       ;; 13;  4; 11;;         ;;
SF-10-07-04;3150001;C.E.I.P. LA SINIA;1;CAMPANA CENTRAL 2 m;19-OCT-09;19-OCT-09;SF/A 300       ;; 10;  2;  6;; 1-FEB-08;004322;
SF-10-07-05;3931;RESTAURANTE LES OLLES;1;CAMPANA CENTRAL ESPECIAL;12-JUL-10;         ;SF/P 450       ;;  6;  8;  6;;         ;;
SF-10-07-06;3840;ESCUELA NAVAL MILITAR;1;CAMPANA CENTRAL 4,5 m;15-DIC-09;         ;SF/P 450       ;; 13;  3; 11;;         ;;
SF-10-07-07;3932;CENTRO DE DISCAPACITADOS AFANDEM;1;CAMPANA CENTRAL + HORNO; 2-DIC-08;         ;SF/P 450       ;; 13;  5; 11;;         ;;
SF-10-07-08;3933;RESTAURANTE LA FONT NEGRE;1;CAMPANA PARED;17-JUN-10;         ;SF/A 300       ;TANDEM; 13;  4; 10;TANDEM; 1-JUN-08;S-007065;
SF-10-07-09;3934;COLEGIO SIL;1;CAMPANA DE PARED 4,25mts; 9-MAR-10;21-SEP-22;SF/A 300       ;TANDEM; 20;  6; 13;DOBLE TANK; 1-FEB-09;S-007004;
SF-10-07-10;3935;RESIDENCIA ICAD;1;CAMPANA DE PARED 4,15MTS;18-ENE-10;         ;SF/P 450       ;; 11;  4; 11;;         ;;
SF-10-07-11;3936;C.E.I.P. CARITAT SERINYANA;1;CAMPANA CENTRAL 2MTS;28-ENE-10;16-NOV-22;SF/A 300       ;; 10;  2;  6;LT-30; 1-FEB-08;005561;
SF-10-07-16;3837;REST. PIZZERIA LA GRITTA * L'ILLA ;1;CAMPANA CENTRAL + DE PARED;11-DIC-09;         ;SF/A 300       ;TANDEM; 15;  5; 11;; 1-JUN-08;4971;
SF-10-07-16;3837;REST. PIZZERIA LA GRITTA * L'ILLA ;2;HORNO;10-DIC-09;         ;SF/P 260       ;;  2;  0;  2;;         ;;
SF-10-07-19;3944;C.U.H. SANTIAGO COMPOSTELA;1;CAMPANAS: CENTRAL + DE PARED;24-FEB-10;         ;SF/P 600       ;; 17;  3; 13;;         ;;
SF-10-08-01;0810031;JOHN DEERE;2;CAMPANA DE PARED; 4-MAR-10; 1-ENE-13;SF/A 300       ;Tandem; 22;  4; 13;DOBLE TANKE; 1-JUN-08;S-007053;
SF-10-08-03;2656;REST. TALLER DE TAPAS;1;CAMPANA DE PARED 4MTS.;11-MAR-10;         ;SF/A 300       ;; 11;  4;  8;LT30; 1-AGO-08;S-007013;
SF-10-08-05;3950;KRUNCH CIUDAD DE LA JUSTICIA;1;CAMPANA DE PARED PLANCHAS;22-FEB-10;         ;SF/A 300       ;;  4;  2;  4;LT30; 1-OCT-08;S-007289;
SF-10-08-05;3950;KRUNCH CIUDAD DE LA JUSTICIA;2;CAMPANA DE PARED FREIDORAS;22-FEB-10;         ;SF/A 300       ;;  6;  2;  4;LT30; 1-OCT-08;S-007279;
SF-10-08-08;3952001;CAFE BOTIGA PALMANOVA;1;CAMPANA;28-SEP-09;30-JUN-22;SF/A 300       ;TANDEM; 18;  3; 12;; 1-ENE-09;006122;
SF-10-08-09;3953;RESTAURANTE NUEVO MARAPIE;1;CAMPANA PARED 5 MTS;27-JUL-10; 1-ENE-11;SF/A 300       ;; 11;  5;  7;LT-30;         ;S-008237;
SF-10-09-02;2530;CAHISPA SEGUROS;1;CAMPANA DE PARED 3,20 m ;15-ENE-04; 2-MAY-13;SF/A 300       ;TANDEM; 13;  4; 12;153338; 1-SEP-03;                    ;
SF-10-09-03;3227;LA PARRILLA DEL HONTANAL;1;CAMPANA CENTRAL 3,5 m;30-DIC-04; 1-OCT-14;SF/P 450       ;+ 260 TANDEM; 18;  4; 16;;         ;;
SF-10-09-04;2149;HOTEL EVENIA ROSSELLO;1;CAMPANA ANGULO 1,7 + 3,2 m ;22-DIC-03;19-FEB-20;SF/P 450       ;; 11;  3;  9;                    ;         ;;
SF-10-09-06;1840;HOTEL AMREY DIAGONAL;1;CAMPANA PARED                 ;27-MAY-02;         ;SF/A 300       ;; 10;  3;  8;N∫86598  05/02  Tara;         ;                    ;
SF-10-09-08;0893;CLUB HOTEL CALA RATJADA;1;CAMPANA PRINCIPAL             ;16-ABR-97;28-JUN-22;SF/P 600       ;; 17;  4; 14;                    ;         ;                    ;
SF-10-09-11;3968;FUNDACION C. VALENCIANA FORTUNY I ALBORS;1;CAMPANA PARED  COCINA;12-JUN-09;         ;SF/A 300       ;;  9;  4;  7;LT-30; 1-JUN-09;;
SF-10-09-12;3591001;ESCOLA SANT LLUIS;1;CAMPANA CENTRAL 4MTS;29-MAR-10; 9-MAY-22;SF/A 300       ;TANDEM; 20;  4; 14;DOBLE TANK; 1-FEB-09;S-007030;
SF-10-09-13;2499;RESIDENCIA IBERDROLA - CORTES DE PALLAS;1;CAMPANA CENTRAL 1,5 m;21-OCT-09;         ;SF/A 300       ;; 11;  2;  9;LT-30; 1-AGO-08;S006671;
SF-10-09-14;2499001;RESIDENCIA IBERDROLA DE COFRENTES;1;CAMPANA CENTRAL;22-OCT-09; 1-OCT-21;SF/A 300       ;;  8;  2;  6;LT-30; 1-AGO-08;S0006426;
SF-10-09-15;3971;B.K.  OVIEDO;1;CAMPANA FREIDORAS (4);         ; 1-OCT-10;ANSUL          ;R-102; 11;  3;  6;;         ;ANSUL;
SF-10-09-15;3971;B.K.  OVIEDO;2;CAMPANA BROILER;         ; 1-OCT-10;ANSUL          ;R-102;  7;  1;  4;;         ;ANSUL;
SF-10-09-16;2309001;BK 17070  BEATRIZ DE SUABIA - SEVILLA;1;CAMPANA FREIDORA; 1-OCT-09; 1-NOV-10;ANSUL          ;R-102; 11;  3;  6;;         ;ANSUL;
SF-10-09-16;2309001;BK 17070  BEATRIZ DE SUABIA - SEVILLA;2;CAMPANA BROILER; 1-OCT-09; 1-NOV-10;ANSUL          ;R-102;  7;  1;  4;;         ;ANSUL;
SF-10-09-17;3867001;HOSPITAL QUIRON BARCELONA;1;CAMPANA CENTRAL;18-JUN-07; 1-OCT-10;SF/A 300       ;; 13;  3; 10;;         ;004458;
SF-10-09-17;3867001;HOSPITAL QUIRON BARCELONA;2;CAMPANA PARED BASCULANTE;18-JUN-07; 1-OCT-10;SF/A 300       ;;  7;  2;  4;;         ;004597;
SF-10-09-17;3867001;HOSPITAL QUIRON BARCELONA;3;CAMPANA PARED HORNOS;18-JUN-07; 1-OCT-10;SF/A 300       ;;  3;  2;  2;;         ;004596;
SF-10-09-17;3867001;HOSPITAL QUIRON BARCELONA;4;CAMPANA PARED CAFETERIA;18-JUN-07; 1-OCT-10;SF/A 300       ;;  7;  3;  5;;         ;004599;
SF-10-09-18;3587;MINA NIEVES;1;CAMPANA PARED 4,40MTS;27-NOV-08;         ;SF/A 300       ;;  9;  4;  7;LT-30; 1-ABR-08;006031;
SF-10-10-01;2148;HOTEL EVENIA ROCAFORT;1;CAMPANA PARED 3,20 MTS        ;27-ABR-04;22-ABR-20;SF/A 300       ;;  9;  2;  6;LT-30; 1-FEB-04;                    ;
