NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;FE.INSTAL.;FE.PROX.VIS.;TIPO SISTEMA;DESC. TIPO SIST.;TOT.PUNTOS;CANT.FUSIBLES;CANT.BOQUILLAS;NUM.SERIE CARTUCHO;FE.CAMB.CARTUCHO;NUM.SERIE ARMARIO;
SF-2004-06-101;2078;EUROSERVIKATERING ;1;CAMPANA CENTRAL 3,18x1,80 m;25-JUL-03; 1-JUN-13;SF/P 450       ;; 14;  3; 11;1219567  ; 1-FEB-03;                    ;
SF-2004-07-10;0691;ESCUELA DE HOSTELERIA HOFMANN;1;CAMPANA CENTRAL 3,5 MTS       ;20-JUL-04;         ;SF/A 300       ;TANDEM; 19;  3; 11;148516    ; 1-SEP-03;                    ;
SF-2004-08-13;2151;GRAN CAFE TUSET;1;CAMPANA PARED 7,38 MTS        ;28-ENE-04;         ;SF/A 300       ;TRIPLE; 25;  7; 15;114573    ; 1-MAY-03;                    ;
SF-2004-09-02;2261;ESCOLA PIA BALMES;1;CAMPANA ANGULO                ;24-AGO-04;19-ABR-17;SF/A 300       ;TANDEM; 19;  6; 13;428446   ; 1-DIC-03;                    ;
SF-2004-09-06;2313;COL-LEGI JOAN PELEGRI;1;CAMPANA CENTRAL 3,5 MTS       ; 6-SEP-04; 2-AGO-22;SF/P 450       ;; 12;  3;  8;                    ;         ;                    ;
SF-2004-09-10;2177;REST. CICERONE;1;CAMPANA CENTRAL 4 MTS         ;21-MAY-04;         ;SF/A 300       ;; 21;  5; 14;133105-3; 7-MAY-09;                    ;
SF-2004-10-13;0193002;CENTRE BONNEMAISON;1;CAMPANA CENTRAL 6 m ;21-AGO-03; 5-AGO-14;SF/P 450       ;; 12;  4; 12;                    ;         ;                    ;
SF-2004-10-20;2143;REST. CASA ALIAGA;1;CAMPANA PARRILLA              ;26-ENE-04;20-JUN-19;SF/P 450       ;;  8;  1;  8;                    ;         ;                    ;
SF-2004-10-20;2143;REST. CASA ALIAGA;2;CAMPANA CENTRAL               ;26-ENE-04;20-JUN-19;SF/P 450       ;; 11;  3; 10;                    ;         ;                    ;
SF-2004-10-22;2161;TANATORI DE BADALONA;1;CAMPANA DE PARED              ;19-SEP-03;24-NOV-22;SF/A 300       ;;  8;  3;  5;LT-30; 1-DIC-08;                    ;
SF-2004-100-ZEN;1040007;B.K. 14361 - PUERTO DE LA CRUZ CANARIAS;1;CAMPANA FREIDORAS             ; 1-AGO-03;         ;ANSUL          ;R-102; 11;  0;  0;                    ;         ;                    ;
SF-2004-100-ZEN;1040007;B.K. 14361 - PUERTO DE LA CRUZ CANARIAS;2;CAMPANA BROILER               ; 1-AGO-03;         ;ANSUL          ;R-102;  5;  0;  0;81029 de abr.03     ;         ;                    ;
SF-2004-100-ZEN;1040011;B.K. 14351 - LAS PALMA DE GRAN CANARIAS;1;CAMPANA FREIDORAS             ; 1-AGO-03; 1-MAR-07;ANSUL          ;R-102; 11;  0;  0;                    ;         ;                    ;
SF-2004-100-ZEN;1040011;B.K. 14351 - LAS PALMA DE GRAN CANARIAS;2;CAMPANA BROILER               ; 1-AGO-03; 1-MAR-07;ANSUL          ;R-102;  5;  0;  0;134461 DE JUN,03    ;         ;                    ;
SF-2004-11-09;2307;ESCOLA ANNA RAVELL;1;CAMPANA CENTRAL 2,84 MTS      ;10-NOV-04; 7-OCT-22;SF/P 450       ;; 11;  3;  9;                    ;         ;                    ;
SF-2004-11-11;4325;EBM CAMI DEL BOSC;1;CAMPANA PARED 2,10 MTS        ; 3-NOV-04;21-JUN-22;SF/A 300       ;;  6;  2;  4;ANSUL               ;         ;1429                ;
SF-2004-11-13;1836;B.K. 14647 - GUADALAJARA;1;CAMPANA FREIDORAS             ;23-MAY-03;16-ENE-13;ANSUL          ;R-102;  9;  3;  5;                    ;         ;                    ;
SF-2004-11-13;1836;B.K. 14647 - GUADALAJARA;2;CAMPANA BROILER               ;23-MAY-03;16-ENE-13;ANSUL          ;R-102;  5;  1;  4;                    ;         ;                    ;
SF-2004-11-16;2190;REST. LAS PALMERAS;1;CAMPANA CENTRAL 3,20 MTS      ;13-ENE-03;         ;SF/A 300       ;; 18;  4; 14;Nitrogeno 139320 ; 1-JUL-01;                    ;
SF-2004-11-17;2285;SANDVIK ESPA•OLA, S.A.;1;CAMPANA CENTRAL               ;28-MAR-03;30-MAR-10;SF/P 450       ;;  9;  3;  8;                    ;         ;                    ;
SF-2004-11-22;2219;CEIP LA MINERVA;1;CAMPANA CENTRAL 2,2 m ; 9-JUL-04;29-MAR-16;SF/A 300       ;; 10;  2;  6;LT-30;         ;S-001340;
SF-2004-11-45;2488;REST. SANT MAURICI;1;CAMPANA CENTRAL 3 MTS         ;28-NOV-05;         ;SF/A 300       ;; 15;  0;  0;                    ;         ;                    ;
SF-2004-12-17;2197;C.P. MARIANO JOSE DE LARRA;1;CAMPANA CENTRAL               ;27-AGO-03;17-OCT-22;SF/P 450       ;; 11;  4;  9;12135-86    ;         ;                    ;
SF-2004-12-19;2296;RESIDENCIA NAZARET;1;CAMPANA CENTRAL 3,30 MTS      ;14-NOV-03;25-OCT-18;SF/P 450       ;; 16;  3; 11;                    ;         ;                    ;
SF-2004-12-21;4378;HOTEL IBIS MURCIA;1;CAMPANA MURAL                 ;27-NOV-03;31-ENE-19;SF/A 300       ;;  8;  3;  6;428441; 1-NOV-07;ANSUL;
SF-2004-12-23;1320;CAFETERIA  C/ BENEFICENCIA, Nß 8;1;CAM.PARED 2,80 + 2,70 COC.CAFE;22-DIC-03;26-JUN-13;SF/A 300       ;; 11;  3;  9;LT-30;         ;                    ;
SF-2004-12-37;1835001;B.K. - SANLUCAR DE BARRAMEDA CADIZ ;1;CAMPANA FREIDORAS             ;21-DIC-04; 1-MAY-09;ANSUL          ;R-102; 11;  4;  6;LT 30R              ;         ;001467              ;
SF-2004-12-37;1835001;B.K. - SANLUCAR DE BARRAMEDA CADIZ ;2;CAMPANA BROILER               ;21-DIC-04; 1-MAY-09;ANSUL          ;R-102;  5;  2;  4;LT 30R              ;         ;001431              ;
SF-2005-01-02;2239;COCINA LABORAL BILMA;1;CAMPANA CENTRAL 3,60 m ;21-MAR-03;         ;SF/A 300       ;; 18;  3; 13;140571; 1-JUL-02;                    ;
SF-2005-01-02;2239;COCINA LABORAL BILMA;2;CAMPANA PARED                 ;21-MAR-03;         ;SF/A 300       ;;  6;  3;  4;247253; 1-DIC-02;                    ;
SF-2005-01-04;1781;COCINA COLEGIO ISABEL DE ESPA•A;1;CAMPANA CENTRAL               ;21-JUN-04;23-ENE-14;SF/A 300       ;; 18;  4; 14;                    ;         ;                    ;
SF-2005-01-04-B;1781001;CAFETERIA COLEGIO ISABEL DE ESPA•A;2;CAMPANA DE PARED DE 1,45m;22-ENE-10;23-ENE-14;SF/P 260       ;;  6;  2;  5;;         ;;
SF-2005-01-10;0239009;PARADOR DE MALAGA GOLF;1;CAMPANA CENTRAL 5,5 MTS       ;17-FEB-03; 1-MAR-09;SF/A 300       ;TRIPLE; 29;  6; 20;                    ;         ;                    ;
SF-2005-01-14;1136;B.K. 12238 - LLEIDA;1;CAMPANA FREIDORAS             ; 1-DIC-98;         ;SF/P 450       ;; 10;  3;  6;                    ;         ;                    ;
SF-2005-01-14;1136;B.K. 12238 - LLEIDA;2;CAMPANA BROILER               ; 1-DIC-98;         ;SF/P 260       ;;  5;  1;  5;                    ;         ;                    ;
SF-2005-01-16;0239007;PARADOR DE TRUJILLO;1;CAMPANA CENTRAL 4,80 MTS      ;15-JUL-03;         ;SF/A 300       ;TANDEM; 22;  4; 15;DOBLE TANK; 1-FEB-08;                    ;
SF-2005-02-17;1140002;GSK ALCALµ;1;CAMPANA DE PARED              ;15-AGO-04; 1-ABR-09;SF/A 300       ;TANDEM; 14;  4; 11;                    ;         ;                    ;
SF-2005-02-18;1064;CAFETERIA;1;CAMPANA CAFETERIA             ;20-JUN-01;14-DIC-04;SF/A 300       ;; 11;  3;  8;LT30-R;         ;                    ;
SF-2005-02-25;2275;LICEO FRANCES DE VALENCIA;1;CAMPANA CENTRAL 6 MTS         ;29-AGO-03; 1-MAR-10;SF/P 450       ;; 19; 10; 15;                    ;         ;                    ;
SF-2005-02-28;2312;CLINICA DEL VALLE;1;CAMPANA CENTRAL 3,40 MTS      ; 6-FEB-04;12-OCT-10;SF/A 300       ;; 10;  3;  8;207625   ; 1-OCT-03;                    ;
SF-2005-02-29;2271;REST. TAPELIA;1;CAMPANA DE PARED 6,10 MTS     ;19-MAY-04; 1-SEP-09;SF/A 300       ;TANDEM; 16;  5; 12;114646    ; 1-MAY-03;001132              ;
SF-2005-03-07;2374;HOTEL ROBERT;1;CAMPANA CENTRAL 3,50 MTS      ;30-DIC-04;         ;SF/A 300       ;; 20;  0; 16;08/2003             ;         ;001458              ;
SF-2005-03-15;2436;HOTEL ANDIA;1;CAMPANA CENTRAL 4 MTS         ;18-FEB-05;28-ABR-15;SF/A 300       ;; 20;  0; 13;                    ;         ;                    ;
SF-2005-03-30-B;2405;CORACHAN COCINA 8¶ PLANTA ;1;CAMPANA PARED 7 MTS; 3-JUN-04; 3-ENE-13;SF/A 300       ;TANDEM; 17;  6; 12;;         ;;
SF-2005-03-35;0978;DELEGACION ESPECIAL * MADRID;1;CAMPANA CENTRAL 3 m ; 8-MAY-02;19-MAR-14;SF/P 450       ;TANDEM; 13;  4; 10;                    ;         ;Extintor 1-1011644;
SF-2005-04-03;2320;FOSTER'S HOLLYWOOD;1;CAMPANA DE PARED              ; 1-ENE-04; 1-MAY-09;ANSUL          ;R-102; 15;  0; 13;                    ;         ;                    ;
SF-2005-04-06;2372;REST. CASA MOISES;1;CAMPANA CENTRAL 4,5 MTS       ; 8-FEB-05;         ;SF/A 300       ;; 16;  6; 11;                    ;         ;001400              ;
SF-2005-05-01;1790001;B.K.15276 - CALAHORRA LA RIOJA;1;CAMPANA FREIDORAS             ;24-FEB-05;         ;ANSUL          ;R-102;  9;  3;  5;                    ;         ;                    ;
SF-2005-05-01;1790001;B.K.15276 - CALAHORRA LA RIOJA;2;CAMPANA BROILER               ;24-FEB-05;         ;ANSUL          ;R-102;  5;  1;  4;                    ;         ;                    ;
SF-2005-05-07;3621003;HOTEL NH CIUTAT DE VIC;1;CAMPANA CENTRAL 3,50 MTS      ; 3-MAY-05; 1-MAR-13;SF/A 300       ;TANDEM; 17;  4; 11;                    ;         ;FALTA DOC           ;
SF-2005-05-11;2365;COLEGIO INTERNACIONAL MONTESSORI SCHOOL;1;CAMPANA CENTRAL 4,50          ;29-DIC-04;         ;SF/A 300       ;TANDEM; 20;  4; 13;R-102 DOBLE TANDEM ; 1-AGO-03;001423              ;
SF-2005-06-02*;1047;REST. LA RECOLETA;1;CAMPANA PRINCIPAL             ;11-JUN-98;         ;SF/P 450       ;; 13;  5; 13;                    ;         ;                    ;
SF-2005-06-08;2105;COLEGIO NUESTRA SE•ORA DEL RECUERDO;1;CAMPANA CENTRAL               ;30-SEP-04;         ;SF/P 450       ;; 26;  0;  0;                    ;         ;                    ;
SF-2005-06-09;4344;HOSPITAL SAN RAFAEL;1;CAMPANA PRINCIPAL             ;21-OCT-98;         ;SF/P 600       ;; 18;  3; 15;                    ;         ;                    ;
SF-2005-06-13;1038;B.K. Nß 11233 - SESE•A NUEVO TOLEDO;1;CAMPANA FREIDORAS             ; 1-ABR-98; 9-AGO-10;SF/P 260       ;;  9;  0;  0;                    ;         ;                    ;
SF-2005-06-13;1038;B.K. Nß 11233 - SESE•A NUEVO TOLEDO;2;CAMPANA BROILER               ; 1-ABR-98; 9-AGO-10;SF/P 260       ;;  5;  0;  0;                    ;         ;                    ;
SF-2005-06-21;2458;REST. BAR JOAN;1;CAMPANA PARED 2,60 MTS        ;29-ABR-05;23-NOV-22;SF/A 300       ;;  9;  3;  6;LT-30; 1-DIC-04;001649              ;
SF-2005-07-03;2383;HOTEL ALMENAR LAS ROZAS;1;CAMPANA CENTRAL               ;10-FEB-04; 1-JUL-07;SF/P 450       ;; 11;  0;  0;                    ;         ;                    ;
SF-2005-07-15;2417;COLEGIO LOS ROBLES;1;CAMPANA                       ; 1-JUN-04;19-NOV-22;ANSUL          ;R-102; 22;  3; 14;DOBLE TANK; 1-FEB-05;ANSUL-048047;
SF-2005-07-21;2610;CASA RURAL HOCES DEL CABRIEL;1;CAMPANA PARED FUEGOS ; 9-MAY-05;         ;SF/A 300       ;; 10;  2;  7;             ; 1-DIC-04;001975              ;
SF-2005-07-21;2610;CASA RURAL HOCES DEL CABRIEL;2;CAMPANA PARED       ; 9-MAY-05;         ;SF/A 300       ;;  9;  2;  5;            ; 1-DIC-04;001977              ;
SF-2005-08-06;2726;CLINICA DE MOLINS DE REI;1;CAMPANA CENTRAL 3,50 Mts.     ;19-AGO-05; 5-ABR-22;SF/A 300       ;TANDEM; 18;  4; 13;10/04               ;         ;S002101             ;
SF-2005-08-06;2726;CLINICA DE MOLINS DE REI;2;CAMPANA PARED 3,20 Mts.       ;19-AGO-05; 5-ABR-22;SF/A 300       ;;  8;  2;  6;12/04               ;         ;S002092             ;
SF-2005-09-01;0816004;CAFETERIA ARANTXA - HOSPITAL DEL MAR;1;CAMPANA  DE PARED 6,97 Mts.   ;16-DIC-03;28-SEP-22;SF/A 300       ;TANDEM; 17;  6; 13;M4585 DE MAY 03     ;         ;                    ;
SF-2005-09-02;2584;C.E.I.P.  LANASPA GIRALT;1;CAMPANA PRINCIPAL             ; 6-SEP-05;         ;SF/A 300       ;; 10;  3;  6;              ; 1-DIC-04;S-002188            ;
SF-2005-09-05;2584001;C.E.I.P.  ENXANETA - TERRASSA;1;CAMPANA PRINCIPAL             ; 5-SEP-05;         ;SF/A 300       ;;  9;  3;  6;DOC-04              ;         ;S-002210            ;
SF-2005-10-01;2608;REST. LA TAGLIATELLA;1;CAMPANA PARED 5,20 MTS        ;30-SEP-05;         ;SF/A 300       ;;  7;  5;  7;03/2004 n∫207627    ;         ;002322              ;
SF-2005-10-03;2543;C.E.I.P. MAS PRATS;1;CAMPANA CENTRAL               ;25-AGO-05; 3-MAR-14;SF/A 300       ;;  9;  2;  7;                    ; 1-FEB-05;002107;
SF-2005-10-04;0344003;CEIP TURO DE CAN MATES;1;CAMPANA CENTRAL               ; 7-SEP-05; 5-MAY-13;SF/A 300       ;;  9;  3;  6;02/05               ;         ;002095              ;
SF-2005-10-07;2437002;B.K. 14310 - PUERTO SANTA MARIA CADIZ;1;CAMPANA FREIDORAS             ; 1-JUN-02; 1-MAY-09;ANSUL          ;R-102; 11;  3;  6;                    ;         ;                    ;
SF-2005-10-07;2437002;B.K. 14310 - PUERTO SANTA MARIA CADIZ;2;CAMPANA BROILER               ; 1-JUN-02; 1-MAY-09;ANSUL          ;R-102;  5;  1;  4;                    ;         ;                    ;
SF-2005-10-08;2437;B.K. 14528 - CADIZ;1;CAMPANA FREIDORAS             ;31-DIC-02; 1-MAY-09;ANSUL          ;R-102; 11;  3;  6;                    ;         ;                    ;
SF-2005-10-08;2437;B.K. 14528 - CADIZ;2;CAMPANA BROILER               ;31-DIC-02; 1-MAY-09;ANSUL          ;R-102;  5;  1;  4;                    ;         ;                    ;
SF-2005-10-09;2437001;B.K.15037 - CADIZ;1;CAMPANA FREIDORAS             ;30-JUN-04; 1-MAY-09;ANSUL          ;R-102; 11;  3;  6;                    ;         ;                    ;
SF-2005-10-09;2437001;B.K.15037 - CADIZ;2;CAMPANA BROILER               ;30-JUN-04; 1-MAY-09;ANSUL          ;R-102;  5;  1;  4;                    ;         ;                    ;
SF-2005-10-11;2473;CLINICA SAGRADA FAMILIA;1;CAMPANA CENTRAL 4 m ;19-ABR-05; 1-MAY-22;SF/P 450       ;; 13;  3; 12;;         ;;
SF-2005-10-11;2473;CLINICA SAGRADA FAMILIA;2;CAMPANA PARED 3,30 m ;19-ABR-05; 7-MAY-22;SF/A 150       ;;  4;  3;  4;LT-30; 1-DIC-04;001974              ;
SF-2005-10-12;0810020;HOSPITAL PERE VIRGILI;1;CAMPANA PARED SARTENES BASCUL.;18-OCT-05; 1-ABR-09;SF/A 300       ;TANDEM; 19;  5; 13;AGO-02              ;         ;116093              ;
SF-2005-10-12;0810020;HOSPITAL PERE VIRGILI;2;CAMPANA CENTRAL               ;18-OCT-05; 1-ABR-09;SF/A 300       ;TANDEM; 14;  3;  9;OCT.04              ;         ;116093              ;
SF-2005-10-12;0810020;HOSPITAL PERE VIRGILI;3;CAMPANA CAFETERIA             ;18-OCT-05; 1-ABR-09;SF/A 300       ;;  6;  2;  5;02/2005             ;         ;5002310             ;
SF-2005-10-15;2538;CLUB DE CAMPO;1;CAMPANA CENTRAL 3 MTS         ; 1-JUN-05;19-MAR-18;SF/P 450       ;; 12;  3; 10;                    ;         ;                    ;
SF-2005-10-17;0057;RESIDENCIA PALAMOS GENT GRAN;1;CAMPANA PARED 5,81 MTS        ;10-OCT-05;25-MAY-15;SF/A 300       ;;  8;  4;  7;MULTI        ; 1-OCT-04;                    ;
SF-2005-10-17;0057;RESIDENCIA PALAMOS GENT GRAN;2;CAMPANA PARED 3,15 MTS        ;10-OCT-05;25-MAY-15;SF/A 300       ;;  9;  4;  7;div-04              ;         ;S-002320            ;
SF-2005-10-22;2582;REST. LA VID;1;CAMPANA CENTRAL 2,50 MTS      ;31-AGO-05; 2-SEP-20;SF/P 450       ;TANDEM; 14;  3; 12;                    ;         ;                    ;
SF-2005-10-22;2582;REST. LA VID;2;CAMPANA PARED 1,80 MT PARRILLA;31-AGO-05; 2-SEP-20;SF/A 300       ;;  9;  3;  8;LT-30; 1-DIC-04;S-002197;
SF-2005-11-05;2584002;C.E.I.P.  PONENT;1;CAMPANA PRINCIPAL             ; 1-SEP-05;         ;SF/A 300       ;;  9;  3;  6;                    ;         ;                    ;
SF-2005-11-08;2150;REST. ASADOR DE ARANDA - AV. TIBIDABO;1;CAMPANA PARED 3,60 MT COC.PRAL;27-JUL-05; 4-JUL-22;SF/A 300       ;TANDEM; 15;  4; 12;DOBLE TANK;         ;                    ;
SF-2005-11-09;2150001;REST. LA TORRE DE L'HEREU;1;CAMPANA PARED 8,5 MTS         ;25-JUL-05;19-ENE-14;SF/A 300       ;TANDEM; 20;  6; 13;                    ;         ;001263;
SF-2005-11-10;1505001;REST. ASADOR DE ARANDA - C/ Pau Claris;1;CAMPANA PARED 2,5 MTS. 1¶ PL;18-JUL-05; 5-JUL-22;SF/A 300       ;; 10;  3;  7;DIC-04              ;         ;S-001907            ;
SF-2005-11-10;1505001;REST. ASADOR DE ARANDA - C/ Pau Claris;2;CAMPANA PARED 2,90 Mts SOTANO ;18-JUL-05; 5-JUL-22;SF/A 300       ;; 10;  3;  6;may-05              ;         ;s-00152             ;
SF-2005-11-11;1505;REST. ASADOR DE ARANDA  C/LONDRES;1;CAMPANA PARED 3 MTS.;21-JUL-05;28-JUL-22;SF/A 300       ;; 10;  3;  7;LT-30; 1-DIC-04;S-001909;
SF-2005-11-18;2245;REST. EL PALADEO;1;CAMPANA CENTRAL               ;16-FEB-05;         ;SF/A 300       ;; 16;  0;  0;                    ;         ;                    ;
SF-2005-11-21;2118;COLEGIO RELIGIOSAS DE MARIA INMACULADA;1;CAMPANA CENTRAL 4x2,20        ; 8-JUL-05;22-AGO-22;SF/P 450       ;+SF/P 260 T; 19;  3; 15;                    ;         ;                    ;
SF-2005-11-22;2370;AGENCIA ESPA•OLA COOPERACION INTERNAC.;1;CAMPANA MURAL 3 m ;11-JUL-05;21-AGO-22;SF/A 300       ;; 10;  3;  7;LT-30;         ;                    ;
SF-2005-11-28;2381;REST. EL CELLER DEL PADRI;1;CAMPANA CENTRAL ADISA         ;11-AGO-05;         ;SF/A 300       ;; 22;  5; 17;312004              ;         ;002097              ;
SF-2005-11-28;2381;REST. EL CELLER DEL PADRI;2;CAMPANA PARED ADISA           ;11-AGO-05;         ;SF/A 300       ;;  8;  3;  6;             ; 1-ABR-04;002096              ;
SF-2005-11-41;4293;HOTEL PASEO DEL ARTE;1;CAMPANA CENTRAL 4 MTS         ;28-SEP-05;13-NOV-13;SF/A 300       ;TANDEM; 19;  3; 15;MULTI DOUBLE TANK   ;         ;002324              ;
SF-2005-11-41;4293;HOTEL PASEO DEL ARTE;2;CAMPANA PARED                 ;28-SEP-05;13-NOV-13;SF/A 300       ;;  6;  2;  4;LT-30R              ;         ;002319              ;
SF-2005-12-02;1362;REST. EL PI ANTIC;1;CAMPANA PRINCIPAL             ;16-SEP-99; 3-NOV-13;SF/P 450       ;; 11;  4; 10;                    ;         ;                    ;
SF-2005-12-06;2326;GALLERY ART & FOOD;1;CAMPANA CENTRAL 3,50 MTS      ;26-ABR-05; 1-AGO-09;SF/P 450       ;; 13;  3; 11;                    ;         ;                    ;
SF-2005-12-09;2568;CEIP MATAGALLS;1;CAMPANA PRINCIPAL             ; 8-AGO-05;         ;SF/A 300       ;;  8;  4;  5;              ; 1-DIC-04;002203              ;
SF-2005-12-12;2466;REST. GAUCHO'S;1;CAMPANA PARED                 ; 9-NOV-05;10-AGO-10;SF/P 450       ;; 12;  2; 10;              ; 1-SEP-04;0500521             ;
SF-2005-12-14;1261;AMO MANUFACTURING SPAIN, S.L.U.;1;CAMPANA CENTRAL               ;29-NOV-05;28-FEB-14;SF/A 300       ;; 11;  3;  7;                    ;         ;                    ;
SF-2006-01-01;2758;PURAC BIOQUIMICA;1;CAMPANA PARED 4,5 m ;27-DIC-05;11-JUN-22;SF/A 300       ;; 11;  4;  8;                    ;         ;S-002461            ;
SF-2006-01-02;0344001;CEIP  L'OLIVERA;1;CAMPANA PRINCIPAL             ;27-OCT-05; 5-MAY-13;SF/A 300       ;TANDEM 150; 15;  3;  9;doble tank; 1-SEP-07;S-002317            ;
SF-2006-01-04;2230;VAN GOGH CAFE MADRID;1;CAMPANA DE PARED              ;25-MAY-04;29-ENE-15;SF/P 450       ;; 12;  3; 11;                    ;         ;                    ;
SF-2006-01-08;2584003;ESCOLA BRESSOL CAN ROCA;1;CAMPANA DE PARED 3 m ; 3-ENE-06;         ;SF/A 300       ;;  8;  3;  5;MAY-05              ;         ;002400              ;
SF-2006-01-09;2452;HOTEL AVENIDA PALACE;1;CAMPANA CENTRAL  5,30 MTS     ;18-FEB-05;10-JUL-22;SF/A 300       ;TANDEM; 20;  6; 18;07-2002             ;         ;S-1278              ;
SF-2006-01-10;2046;HOTEL PUERTA CASTILLA;1;CAMPANA MURAL DE 4,9 X 1,1    ;12-MAY-04;         ;SF/P 450       ;; 12;  4; 10;                    ;         ;                    ;
SF-2006-01-10;2046;HOTEL PUERTA CASTILLA;2;CAMPANA CENTRAL 3,15 X 2,40   ;12-MAY-04;         ;SF/P 450       ;; 11;  3;  9;                    ;         ;                    ;
SF-2006-01-18;2495;BURGER KING CASTILLEJA;1;CAMPANA FREIDORAS (3)         ; 9-DIC-05;         ;ANSUL          ;R-102;  8;  3;  5;LT-3012             ;         ;002399              ;
SF-2006-01-18;2495;BURGER KING CASTILLEJA;2;CAMPANA BROILER               ; 9-DIC-05;         ;ANSUL          ;R-102;  5;  1;  4;LT-3012             ;         ;002402              ;
SF-2006-02-03;2499;RESIDENCIA IBERDROLA - CORTES DE PALLAS;1;CAMPANA CENTRAL 2,20 MTS      ;15-DIC-05;         ;SF/A 300       ;; 11;  0;  0;02/2005             ;         ;002473              ;
SF-2006-02-05;2605;IBERDROLA  - EDIFICIO EIMA;1;CAMPANA DE PARED              ; 2-OCT-03;         ;SF/A 300       ;; 20;  0;  0;                    ;         ;                    ;
SF-2006-02-05;2605;IBERDROLA  - EDIFICIO EIMA;2;CAMPANA PARED                 ; 2-OCT-03;         ;SF/A 300       ;;  4;  0;  0;                    ;         ;                    ;
SF-2006-02-06;1177;B.K. 11701 - LINARES JAEN;1;CAMPANA FREIDORAS             ;19-MAR-99;10-AGO-22;SF/A 300       ;TANDEM; 16;  4;  9;DOBLE TANK;         ;SAFETY;
SF-2006-02-09;0890004;ORONA;1;CAMPANA CENTRAL 4,20 m ; 2-FEB-06;         ;SF/A 300       ;TANDEM; 27;  2; 17;10/04               ;         ;S-002437            ;
SF-2006-03-03;2701;ESC.INF.MAS BEBES SOTO DE LA MORALEJA;1;CAMPANA CENTRAL               ;12-MAY-04;         ;SF/A 300       ;; 10;  0;  0;10/03-207635        ;         ;                    ;
SF-2006-03-06;2664;HOTEL OLIVIA PLAZA;1;CAMPANA PARED DE 3 MTS        ; 1-FEB-06; 1-ENE-09;SF/A 300       ;;  9;  3;  7;MAY-05              ;         ;002407              ;
SF-2006-03-07*B;0175001;USAGE DE LA DEFENSA GRUPO ESCUELAS;1;CAMPANA CENTRAL  4200x2200    ; 5-DIC-05; 1-ENE-09;SF/A 300       ;TANDEM; 18;  4; 13;DOUBLE-TANK-MULTI   ;         ;002452              ;
SF-2006-03-08;4575;SILGAN DISPENSING SYSTEMS BARCELONA;1;CAMPANA PARED                 ;30-JUN-04;28-SEP-22;SF/A 300       ;;  7;  3;  5;207640 DE MAR-04    ; 1-MAR-04;                    ;
SF-2006-03-09;2804;DREAMS OPEN BAR;1;CAMPANA PARED 5 m ;24-SEP-03;         ;SF/P 450       ;; 11;  3;  9;                    ;         ;                    ;
SF-2006-03-10;0344002;CEIP GERBERT D'ORLHAC;1;CAMPANA CENTRAL 2,60 m ;18-AGO-03; 5-MAY-13;SF/P 450       ;; 13;  4;  9;                    ;         ;                    ;
SF-2006-03-11;3124;ESCUELA INFANTIL EL BOSQUE;1;CAMPANA CENTRAL 2,5 m; 1-DIC-05;23-ENE-16;SF/A 300       ;; 10;  2;  7;LT 30 R;         ;2431;
SF-2006-03-19;2616;HOTEL CAMPANILE LAS ROZAS;1;CAMPANA DE PARED 4,36 MTS     ;30-NOV-05; 2-MAY-13;SF/A 300       ;;  9;  0;  6;LT-30R              ;         ;002311              ;
SF-2006-03-20;0031003;HOTEL NOVOTEL SANT CUGAT;1;CAMPANA PARED 3,20 m ;10-MAR-06;         ;SF/A 300       ;; 10;  3;  7;11/05               ;         ;002700              ;
SF-2006-03-21;2759;PIZZA HUT - AQUITANIA - MADRID;1;CAMPANA PARED 1,70 m ;21-MAR-05;         ;SF/A 300       ;;  8;  2;  8;                    ;         ;                    ;
SF-2006-03-23;2776;REST. GAMBRINUS - ALCORCON;1;CAMPANA MURAL 2,70 m ;10-OCT-05;         ;SF/A 300       ;;  9;  0;  6;LT30R               ;         ;002314              ;
SF-2006-03-28;2687;HOTEL PALACIO DE LA LLOREA;1;CAMPANA CENTRAL 2,30 MTS      ;19-ENE-06; 9-FEB-13;SF/A 300       ;TANDEM; 17;  3; 11;MULTI DOUBLE TANK   ;         ;002441              ;
SF-2006-03-29;2619;RESIDENCIA MAYORES DE ALGETE;1;CAMPANA CENTRAL 2,70x1,90 MTS ; 5-ABR-05;19-NOV-22;SF/A 300       ;; 10;  2;  7;LT30                ;         ;001679              ;
