NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;
BAR-05-02-01/38;0127044;VIENA PEDRALBES;1;CAMPANA CENTRAL 6.40 MTS;2012; 1-NOV-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-05-02-01/39;0127045;VIENA MATARO PARC;1;CAMPANA CENTRAL 6 MTS.;; 1-MAR-23;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-05-02-01/40;0127046;VIENA GRAN VIA 2;1;CAMPANA PARED 6 METROS;Nß11178-49  31/05/10; 1-NOV-23;APC; 1-ABR-13;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-05-02-01/41;0127047;VIENA SANT BOI;1;CAMPANA PARED 6,4;1117824 FE. 31/5/12; 1-FEB-24;APC; 1-DIC-12;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-05-02-01/42;0127008;VIENA PIZZERIA SABADELL SANT QUIRZE;1;CAMPANA PARED;Nß0057048 F.12/2/14; 1-MAY-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-05-02-01/44;0127048;VIENA RONDA SANT PERE, 11;1;CAMPANA PARED;Nß00174019 F.2/11/11; 1-SEP-24;L-4015; 1-FEB-14;
;;;;;;         ;L-4057; 1-JUN-14;
;;;;;;         ;;         ;
BAR-05-02-01/46;0127050;VIENA LLEIDA;1;CAMPANA CENTRAL 5MTS;Nß0910716 FE.19/2/09; 1-NOV-31;LIQUIDO AZUL HE; 1-NOV-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-05-02-01/57;0127021;VIENA GRANOLLERS;;CAMPANA PARED;2018; 1-ENE-28;LIQUIDO AZUL HE; 1-SEP-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-15-02-01/48;0127052;VIENA CABRERA;1;CAMPANA PARED 5 M;; 1-OCT-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-15-02-01/49;0127051;VIENA - OFICINES TERRASSA;1;CAMPANA PARED;; 1-AGO-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-16-07-01/50;0127053;VIENA VILANOVA I LA GELTRU;1;CAMPANA PARED 5M;; 1-JUL-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-16-07-01/51;0127054;VIENA XALET VILAFRANCA DEL PENEDES;1;CAMPANA PARED 5M;0080224; 1-JUL-26;HE A2UL; 1-JUL-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-16-11-01/52;0127055;VIENA ABRERA;1;CAMPANA PARED 5M;2016; 1-NOV-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-16-11-01/54;0127056;VIENA - C/ Valencia, 245;1;CAMPANA PARED 3,6 Y PARED 1 M.;Nß01095818 F.27/9/16; 1-MAR-27;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BAR-17-05-1/56;0127058;VIENA - C/ Advocat Cirera, 1;1;CAMPANA PARED;nß01058917 f.14/4/16; 1-JUL-27;liquido azul he; 1-MAY-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-03-001;4612;COLEGIO JUAN DE VALDES;1;CAMPANA COCINA;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-03-009;3593;FRESC CO MANOTERAS;1;CAMPANA CENTRAL;2008; 1-MAY-29;LIQUIDO AZUL HE; 1-MAY-19;
;;;;;2008; 1-MAY-29;LIQUIDO AZUL HE; 1-MAY-19;
;;;;;;         ;;         ;
BG/SF-17-03-010;3593001;CAFE & TE FUENCARRAL;1;CAMPANA PARED 2,40 MTS;2008; 1-MAY-29;LIQUIDO AZUL HE; 1-MAY-19;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-04-006;2223008;BLUESUN;1;COCINA 1;2017; 1-JUN-27;L-6063; 1-JUN-16;
;;;;;2017; 1-JUN-27;L-6063; 1-JUN-16;
;;;;;;         ;;         ;
BG/SF-17-04-006;2223008;BLUESUN;2;COCINA 2;2017; 1-JUN-27;L-6063; 1-JUN-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-05-011;2223005;HOTEL NH CONSTANZA;1;COCINA DON GIOVANNI;2006; 1-JUL-26;LIQUIDO AZUL HE; 1-MAY-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-05-011;2223005;HOTEL NH CONSTANZA;2;COCINA HORNOS DON GIOVANNI;2006; 1-JUL-26;LIQUIDO AZUL HE; 1-MAY-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-05-011;2223005;HOTEL NH CONSTANZA;3;COCINA CENTRAL CAMPANA PARED;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-05-011;2223005;HOTEL NH CONSTANZA;4;COCINA CENTRAL CAMPANA HORNOS;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-06-007;4654;ESCOLA SANT CRISTOFOL;1;CAMPANA CENTRAL;2007; 1-JUL-27;LIQUIDO AZUL HE; 1-MAY-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-09-003;4577001;HOTEL AC MARRIOT OVIEDO FORUM;1;CAMPANA;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-09-003;4577001;HOTEL AC MARRIOT OVIEDO FORUM;2;CAMPANA;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-09-014;0156;LYCEE FRANÄAIS DE MADRID;1;CAMPANA HORNOS Y MARMITAS;2008; 1-AGO-19;L-8086; 1-AGO-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-09-014;0156;LYCEE FRANÄAIS DE MADRID;2;CAMPANA SARTEN BASCULANTE;2008; 1-AGO-19;L-8087; 1-AGO-08;
;;;;;2008; 1-AGO-19;L-8050; 1-MAY-08;
;;;;;;         ;;         ;
BG/SF-17-09-014;0156;LYCEE FRANÄAIS DE MADRID;3;CAMPANA FREIDORAS;2008; 1-AGO-19;L-8040; 1-ABR-08;
;;;;;2008; 1-AGO-19;L-8080; 1-SEP-08;
;;;;;;         ;;         ;
BG/SF-17-09-014;0156;LYCEE FRANÄAIS DE MADRID;4;CAMPANA;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-17-09-015;0156001;COLEGIO SAINT EXUPERY;1;CAMPANA PARED;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BG/SF-18-02-003;4577002;GERIATRICO RIA•O;1;CAMPANA;2008; 1-FEB-18;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
BKQ/MTO-380;0023393;B.K.26866 - ALCAMPO MARRATXI ;1;CAMPANA BROILER Y FREIDORA ;2019; 1-ABR-29;LIQUIDO AZUL HE; 1-ABR-19;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CAJA 15;2337;REST. COVA SANTA;1;CAMPANA BARBACOA              ;                    ; 1-JUL-11;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CAJA 15;2337;REST. COVA SANTA;2;CAMPANA PARED                 ;                    ; 1-JUL-11;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CAJA 15;2577;CENTRO PINAR 1;1;CAMPANA                       ;                    ; 1-MAR-16;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CAJA 25;0023017;B.K.13138 - JAVEA ALICANTE;1;CAMPANA FREIDORAS (3)         ;                    ; 1-ENE-10;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CAJA 25;0023017;B.K.13138 - JAVEA ALICANTE;2;CAMPANA BROILER               ;                    ; 1-ENE-10;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
COF-GLOBAL-1;3038050;COCINA CENTRAL (TERRACOTTA LOCAL 2327);1;CAMPANA COCINA CENTRAL;2003; 1-ABR-24;L-3118; 1-DIC-13;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
COF-GLOBAL-3;3038040;CAFFE DI FIORE Nß 2305  AEROP. BCN ;1;CAMPANA;inox 2004; 1-ABR-24;L-3118; 1-DIC-13;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/A;2383001;ALMACENES CATERING ARACELI;1;CAMPANA DE PARED 3,4 MTS      ;                    ; 1-ENE-  ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/E;2383004;REST. SILK;1;CAMPANA;                    ;         ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/F;2383005;COLEGIO SEK  - EL CASTILLO - VILLAFRANCA;1;CAMPANA CENTRAL;                    ; 1-ENE-  ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/F;2383005;COLEGIO SEK  - EL CASTILLO - VILLAFRANCA;2;CAMPANA PARED;                    ; 1-ENE-  ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/G;2383007;UNIVERSIDAD CAMILO JOSE CELA;1;CAMPANA CENTRAL;                    ; 1-ENE-  ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/H;2383006;COLEGIO SEK - CIUDALCAMPO;1;CAMPANA CENTRAL;                    ; 1-ENE-  ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/H;2383006;COLEGIO SEK - CIUDALCAMPO;2;CAMPANA FREIDORA;                    ; 1-ENE-  ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/H;2383006;COLEGIO SEK - CIUDALCAMPO;3;CAMPANA HORNOS;                    ; 1-ENE-  ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/I;2383003;CATERGEST;1;CAMPANA CENTRAL               ;                    ; 1-ENE-  ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/I;2383003;CATERGEST;2;CAMPANA MURAL MARMITAS        ;                    ; 1-ENE-  ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
CTO.GLOBAL/I;2383003;CATERGEST;3;CAMPANA MURAL HORNOS          ;                    ; 1-ENE-  ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-11-02-003;0023063;B.K.18526 - SAN JUAN * ALICANTE;1;CAMP. FREIDORAS + CAMP.BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-11-11-02A;1076004;CONSEJO SUP. INVESTIGACIONES CIENTIFICAS;1;CAMPANA CENTRAL 2 m;2004; 1-NOV-14;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-11-11-02A;1076004;CONSEJO SUP. INVESTIGACIONES CIENTIFICAS;2;CAMPANA CENTRAL 3 m;2004; 1-NOV-14;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-11-11-02B;1076005;ESCUELA INFANTIL;1;CAMPANA PARED 3,10 m;2007; 1-NOV-17;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-11-11-02C;1076;CONSEJO SUPERIOR INVESTIGACIONES CIENTIF;1;CAMPANA PARED HORNOS;2004; 1-NOV-14;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-11-11-02C;1076;CONSEJO SUPERIOR INVESTIGACIONES CIENTIF;2;CAMPANA CENTRAL 2,5 m;2004; 1-NOV-14;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184007;JAL;1;COCINA;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184005;COLEGIO MAYOR JORGE JUAN;1;CAMPANA CENTRAL 3,25 m ;                    ; 1-JUL-11;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184005;COLEGIO MAYOR JORGE JUAN;2;CAMPANA MURAL 4,50 m ;                    ; 1-JUL-11;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184004;CUARTEL GRAL ARMADA-COCINA OFICIALES;1;CAMPANA OFICIALES ;                    ; 1-NOV-07;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184004;CUARTEL GRAL ARMADA-COCINA OFICIALES;2;CAMPANA CENTRAL MARINERIA ;                    ; 1-DIC-07;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184004;CUARTEL GRAL ARMADA-COCINA OFICIALES;3;CAMPANA PARED MARINERIA ;                    ; 1-NOV-07;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184003;CAMARA DE OFICIALES - COCINA SALON ACTOS;1;CAMPANA CENTRAL 3 m ;                    ; 1-MAR-10;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184002;COLEGIO HUERFANOS DE LA ARMADA;1;CAMPANA CENTRAL               ;06729-09; 1-JUN-10;L-4020; 1-MAR-04;
;;;;;;         ;L-4020; 1-MAR-04;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184002;COLEGIO HUERFANOS DE LA ARMADA;2;CAMPANA CENTRAL FREIDORAS;06128-30; 1-JUN-10;L-4020; 1-MAR-04;
;;;;;;         ;L-4020; 1-MAR-04;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184015;AGRUMAD;1;CAMPANA CENTRAL FREIDORAS     ;                    ; 1-AGO-10;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184015;AGRUMAD;2;CAMPANA CENTRAL FUEGOS        ;                    ; 1-AGO-10;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-03-001;1184007;JAL;2;CAMPANA HORNOS;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SF-12-09-003;3908;;1;CAMPANA PARED;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
EF/SV-11-11-003;0023057;B.K.18502 - VALENCIA IX * TRES FORQUES;2;CAMPANA BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD-SF-0809011;2051001;CAFETERIA CARMEN-HOSPITAL LA PAZ;1;CAMPANA;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD-SF-0810014;;COLEGIO JOAN VENY I CLAR;1;CAMPANA PARED 3 MTS;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD-SF-1005019;3914;AUTOGRILL EN SANTANDER;2;CAMPANA PARED 1.4 + PARED 1.2;2009; 1-JUN-20;L-9081; 1-AGO-09;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-09-05-005;0963025;COLEGIO MARIA SORIANO;1;CAMPANA CENTRAL;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;1;HOTEL SOLARUCO;2004; 1-ENE-14;; 1-MAR-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;2;BUFFET MEDITERRANEO;2004; 1-ENE-14;; 1-ENE-10;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;3;MEDITERRANEO I;2004; 1-ENE-14;; 1-FEB-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;4;SUBCOCINA OESTE (PASTELERIAS);2004; 1-ENE-14;; 1-FEB-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;5;MEDITERRANEO II;2004; 1-ENE-14;; 1-FEB-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;6;BE GLOBAL;2004; 1-ENE-14;; 1-ENE-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;7;BE NATURAL;2004; 1-ENE-14;; 1-ENE-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;8;BE SENSE;2004; 1-ENE-14;; 1-ENE-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;9;CASA GOLF;2004; 1-ENE-14;; 1-MAR-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;10;CENTRO NEGOCIOS (SUBCOCINA);2008; 1-ENE-18;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;11;CENTRO NEGOCIOS;2008; 1-ENE-18;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;12;DIRECCION Y NEGOCIOS;2004; 1-ENE-14;; 1-ENE-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;13;ESTE (PASTELERIAS);2004; 1-ENE-14;; 1-FEB-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;14;ESTE;2004; 1-ENE-14;; 1-MAR-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;15;OESTE;2004; 1-ENE-14;; 1-ENE-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;16;BE BISTRO;2004; 1-ENE-14;; 1-ENE-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-13-09-004;3795001;CIUDAD FINANCIERA DEL SANTANDER;17;ALTAMIRA - GUARDERIA;2004; 1-ENE-14;; 1-ENE-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-14-04-004;0031028;NOVOTEL MADRID SANCHINARRO;1;CAMPANA PARED 3 MTS;2014; 1-DIC-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-14-04-005;0031002;HOTEL NOVOTEL CAMPO DE LAS NACIONES;1;COCINA CENTRAL ;; 1-NOV-20;; 1-NOV-10;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-14-04-005;0031002;HOTEL NOVOTEL CAMPO DE LAS NACIONES;2;COCINA ESPECTACULOS;; 1-NOV-24;; 1-NOV-14;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-14-04-006;0031008;PULLMAN MADRID AIRPORT & FERIA;1;COCINA CENTRAL;; 1-ENE-24;; 1-ENE-14;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-15-06-001;1375010;IESE;1;CAMPANA;2004; 1-AGO-14;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-19-07-014;4840001;R-102 CENTRAL NUCLEAR COFRENTES;1;CAMPANA PARED;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
FD/SF-19-07-014;4840001;R-102 CENTRAL NUCLEAR COFRENTES;2;CAMPANA SHOW COOKING;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JF/SF-17-06-001;4647;HOTEL HILTON GIRONA DOUBLE TREE;1;CAMPANA;2010; 1-AGO-30;LIQUIDO AZUL HE; 1-MAY-20;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JF/SF-17-06-003;4651001;FIVE GUYS - C.C. PARQUESUR;1;MAIN KITCHEN;2017; 1-AGO-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JF/SF-17-10-001;4650003;FIVE GUYS - C.C. LA GAVIA;1;CAMPANA PARED;2017; 1-NOV-27;LIQUIDO AZUL HE; 1-NOV-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JF/SV-13-02-004;4142;REST. EL FILANDON;1;CAMPANA TECHO FILTRANTE;0204212 FE. 8/6/09; 1-AGO-21;APC; 1-ABR-11;
;;;;;0303637 FE. 20/5/08; 1-AGO-21;APC; 1-ABR-11;
;;;;;;         ;;         ;
JF/SV-13-02-004;4142;REST. EL FILANDON;2;CAMPANA PARRILLAS;0204214 FE. 8/6/09; 1-AGO-21;APC; 1-ABR-11;
;;;;;01158 FE. 11/5/09; 1-AGO-21;APC; 1-ABR-11;
;;;;;;         ;;         ;
JF/SV-13-02-004;4142;REST. EL FILANDON;3;CAMPANA FREIDORAS;0910719 FE. 19/2/09; 1-AGO-21;APC; 1-ABR-11;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JF/SV-13-02-004;4142;REST. EL FILANDON;4;CAMPANA PARED APOYO;011589 FE. 27/5/09; 1-AGO-21;APC; 1-ABR-11;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JJ-SF-0811005;3588;REST. XAREL.LO;1;CAMPANA PARED;; 1-DIC-18;L8050; 1-MAY-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JJ-SF-0904005;2216004;HOTEL GRAN PALAS PINEDA ;4;CAMPANA ESPECIAL;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JM/SF-17-06-004;4651;FIVE GUYS - Gran V°a, 44 ;1;COCINA;2016; 1-AGO-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JO-SF-1002001;3883;REST. LOS PALOMARES (HOTEL LA TORRE);1;CAMPANA PARRILLA;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JO-SF-1002001;3883;REST. LOS PALOMARES (HOTEL LA TORRE);2;CAMPANA CENTRAL;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JO/SF-11-01-001;4574;REST. ROBERS;1;2 CAMP. CENTRAL +1 CAMP. PARED;2011; 1-ENE-21;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JO/SF-21-04-016;4979;CASA SAGNIER;1;CAMPANA PARED;; 1-JUN-31;LIQUIDO AZUL HE; 1-ABR-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JO/SV-16-11-002;4414;EUROPASTRY OLDENZAAL B1;1;ROBERTA 1;VARIOS EN CARPETA; 1-JUN-25;VARIOS EN CARPETA;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
JQ/SF-22-02-001;5070;HOTEL CATALONIA PLAZA MAYOR;1;CAMPANA;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MOT/POP-017;4869017;POPEYES POEMA SINFONICO - PO 13769;1;CAMPANA FREIDORAS;2021; 1-JUN-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MOT/POP-037;4869037;POPEYES - MAYORAZGO;1;CAMPANA PARED;2022; 1-MAR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MOT/POP-045;4869045;POPEYES VALDEPE•AS FS;1;CAMPANA FREIDORAS (2) + GRILL;2022; 1-ABR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO-14-07-001;3305;REST. CAL XIM;1;CAMPANA PARED;2008; 1-JUL-18;L7012; 1-MAR-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO-14-07-001;3305;REST. CAL XIM;2;CAMPANA PARED;2008; 1-JUL-18;L-9115; 1-DIC-09;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/001;2294006;ALBERG JOSEP M. BATISTA I ROCA*EL MASNOU;1;CAMPANA CENTRAL 2,10 m;2007; 1-ENE-18;L7012; 1-ENE-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/01;1655031;B.K. 5855 - C.C. CARREFOUR ALAMEDA;1;CAMPANA FREIDORAS (3)         ;                    ; 1-JUL-13;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/01;1655031;B.K. 5855 - C.C. CARREFOUR ALAMEDA;2;CAMPANA BROILER               ;                    ; 1-JUL-13;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/02;1655030;B.K. 8229 - C.C. ARABIAL NEPTUNO;1;CAMPANA FREIDORAS (3)         ;                    ; 1-JUL-13;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/02;1655030;B.K. 8229 - C.C. ARABIAL NEPTUNO;2;CAMPANA BROILER               ;                    ; 1-JUL-13;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/03;1655029;B.K. 8930 - ALAMEDA PRINCIPAL;1;CAMPANA FREIDORAS (4)         ;                    ; 1-JUL-13;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/03;1655029;B.K. 8930 - ALAMEDA PRINCIPAL;2;CAMPANA BROILER               ;                    ; 1-JUL-13;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/04;1655028;B.K. 9667 - C.C. LARIOS;1;CAMPANA FREIDORAS (4)         ;                    ; 1-JUL-15;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/04;1655028;B.K. 9667 - C.C. LARIOS;2;CAMPANA BROILER               ;                    ; 1-JUL-15;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/05;1655034;B.K. 14383 - CHURRIANA;1;CAMPANA FREIDORAS (4)         ;                    ; 1-JUL-13;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/05;1655034;B.K. 14383 - CHURRIANA;2;CAMPANA BROILER               ;                    ; 1-JUL-13;L-0027; 1-MAR-10;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/06;1655032;B.K. 13552 - MALAGUETA;1;CAMPANA FREIDORAS (3)         ;2007; 1-JUN-18;L7123; 1-NOV-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/06;1655032;B.K. 13552 - MALAGUETA;2;CAMPANA BROILER               ;2007; 1-JUN-18;L8002; 1-ENE-08;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKN/07;1655033;B.K. 14315 - C.C. PLAZA MAYOR;1;CAMPANA FREIDORAS             ;2012; 1-JUL-22;L-1117; 1-ENE-21;
;;;;;;         ;;         ;
