NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;FE.INSTAL.;FE.PROX.VIS.;TIPO SISTEMA;TOT.PUNTOS;CANT.FUSIBLES;CANT.BOQUILLAS;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE CARTUCHO;FE.CAMB.CARTUCHO;NUM.SERIE ARMARIO;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;
SF-2003-10-07;1791;B.K.14746 - ECIJA SEVILLA;2;CAMPANA BROILER               ;11-SEP-03; 1-MAY-09;ANSUL          ;  5;  1;  4;418087 Ansul de 2003; 1-SEP-13;2107 de dic.200;         ;;         ;;         ;;         ;;         ;134426 de jun.2003  ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L1W  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2003-11-04;1655001;B.K. 13418 - GRANADA;1;CAMPANA PARED ESPECIAL 2 MTS; 3-JUL-03; 1-ENE-09;ANSUL          ;  7;  2;  5;                    ; 1-JUL-13;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;BROILER                       ;L1W  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2003-11-11;2019;CEMENTOS MOLINS S.A.;1;CAMPANA CENTRAL (4x2m)        ;15-JUL-02; 1-MAR-10;SF/A 300       ; 19;  3; 13;                    ; 1-JUL-09;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  4;  1;  4;CENTRAL;CONDUCTO EXTRACCI‡N           ;L1N  ;  2;  1;  2;CENTRAL;FREIDORA                      ;L230 ;  2;  2;  4;CENTRAL;SARTEN BASCULANTE             ;L230 ;  2;  2;  4;CENTRAL;COCINA 4 FUEGOS               ;L245 ;  2;  2;  4;CENTRAL;PLNCHA RAPIDA                 ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2003-11-30;0838001;REST. TROBADOR - CALLE ENRIC GRANADOS;1;CONDUCTO EXTRACCI”N  HORIZONTA;23-DIC-02;         ;SF/A 300       ;  9;  0;  0;Extintor 07139 del 1; 1-DIC-09;L-4020 Mar-04  ;         ;;         ;;         ;;         ;;         ;207634 DEL 03/04    ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2003-12-13;1946;B.K.14724 - ZAMORA;1;CAMPANA FREIDORAS             ; 4-DIC-03;         ;ANSUL          ; 11;  0;  0;12042-9 DEL 22-1-03 ; 1-DIC-13;                    ;         ;;         ;;         ;;         ;;         ;NN4604 DE MAY 03    ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2003-12-13;1946;B.K.14724 - ZAMORA;2;CAMPANA BROILER               ; 4-DIC-03;         ;ANSUL          ;  5;  0;  0;1213359 de 24-2-03  ; 1-DIC-13;L-3052 de Jul,0;         ;;         ;;         ;;         ;;         ;NN 4665 de may-03   ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-01-01;0386005;CAFETERIA CENTRAL HP GRAL.VALL DE HEBRON;1;CAMPANA CENTRAL 2,5 m;18-DIC-03; 4-JUL-15;SF/A 300       ; 10;  3;  8;                    ; 1-ENE-20;L-3072 de 07/20;         ;;         ;;         ;;         ;;         ;                    ;;                    ;CENTRAL;PLENUM                        ;L1N  ;  1;  1;  1;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  2;  1;  2;CENTRAL;FREIDORA                      ;L230 ;  2;  2;  4;CENTRAL;PLANCHA CROMO/FRY TOP         ;L1N  ;  3;  1;  3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-02-04;1847;GERIATRICO PRIMAR CENTRO;1;CAMPANA DE PARED 3 MTS        ; 3-JUN-03;         ;SF/A 300       ; 11;  0;  0;1213345 DEL 26-3-03 ; 1-JUL-09;L-2105 del 21-5;         ;;         ;;         ;;         ;;         ;2KG2681             ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-02-05;1847001;RESIDENCIA LA MORALEJA;1;CAMPANA CENTRAL ;28-JUL-03;         ;SF/A 300       ; 18;  0;  0;                    ; 1-JUL-09;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-02-18;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 3,40 MTS      ;14-ENE-04; 1-JUL-04;SF/P 450       ; 12;  0;  0;0201444 DEL 13-3-03 ; 1-FEB-14;L-3046 de julio;         ;;         ;;         ;;         ;;         ;                    ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-02-20;1873;HOTEL LE MERIDIEN RA BEACH & SPA;6;CAMPANA PARED 4.5MT;30-OCT-03;13-JUN-12;SF/A 300       ;  9;  3;  6;0201383 de 23/3/03  ; 1-ABR-10;L-2107 ; 1-DIC-02;;         ;;         ;;         ;;         ;134396    ;030601;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-03-02;2028;CLINICA UNIVERSAL;1;CAMPANA PARED                 ;30-JUL-02;         ;SF/P 260       ;  6;  0;  6;                    ; 1-ABR-09;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;ADP  ;  1;  1;  1;PARED  ;COLECTOR FILTROS PARED        ;ADP  ;  1;  1;  1;PARED  ;COCINA 8 FUEGOS               ;ADP  ;  4;  1;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-03-06;0215;B.K. ESPA•A (LOCALES VARIOS);1;CAMPANA FREIDORAS             ;19-MAR-04;         ;ANSUL          ; 11;  0;  0;010012              ; 1-MAR-14;L-3046 de jul.0;         ;;         ;;         ;;         ;;         ;207615 de ene.04    ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-03-06;0215;B.K. ESPA•A (LOCALES VARIOS);2;CAMPANA BROILER               ;19-MAR-04;         ;ANSUL          ;  5;  0;  0;010014              ; 1-MAR-14;L-3046 de jul.0;         ;;         ;;         ;;         ;;         ;241318 de ener.04   ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-03-11;2030;B.K.14896 - ZARAGOZA;1;CAMPANA FREIDORAS (4)         ;24-MAR-04;         ;ANSUL          ; 11;  0;  0;                    ; 1-MAR-14;L-3046 de julio;         ;;         ;;         ;;         ;;         ;24132 de enero 04   ;;001136              ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-03-11;2030;B.K.14896 - ZARAGOZA;2;CAMPANA BROILER               ;24-MAR-04;         ;ANSUL          ;  5;  0;  0;                    ; 1-MAR-14;L-3046 de jul.0;         ;;         ;;         ;;         ;;         ;241293 de enero 04  ;;001143              ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-03-12;1931;BURGER KING II * LLORET DE MAR;1;CAMPANA FREIDORAS (4)         ;20-JUN-02;11-ABR-23;ANSUL          ; 11;  3;  6;2008; 1-ABR-28;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-03-12;1931;BURGER KING II * LLORET DE MAR;2;CAMPANA BROILER               ;20-JUN-02;11-ABR-23;ANSUL          ;  5;  1;  4;                    ; 1-ABR-28;;         ;;         ;;         ;;         ;;         ;LT-30;080801;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L1W  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-03-13;1928;BURGER KING III * LLORET DE MAR;1;CAMPANA FREIDORAS (4)         ;13-MAR-01;         ;ANSUL          ; 11;  3;  6;2009; 1-ABR-20;L-9119; 1-DIC-09;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-03-13;1928;BURGER KING III * LLORET DE MAR;2;CAMPANA BROILER               ;13-MAR-01;         ;ANSUL          ;  5;  1;  4;2009; 1-ABR-20;L-9119; 1-DIC-09;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L1W  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-04-04;0380;HOSPITAL DE FIGUERES;1;CAMPANA CENTRAL 3,40 MTS      ;15-JUL-03;20-MAR-19;SF/A 300       ; 17;  4; 13;2010; 1-FEB-20;L-9115;         ;;         ;;         ;;         ;;         ;                    ;;                    ;CENTRAL;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  4;  1;  4;CENTRAL;FREIDORA                      ;L230 ;  2;  2;  4;CENTRAL;COCINA 6 FUEGOS               ;L1F  ;  3;  1;  3;CENTRAL;PLANCHA CROMO/FRY TOP         ;L1N  ;  2;  1;  2;CENTRAL;SARTEN BASCULANTE             ;L230 ;  1;  2;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-04-04;0380;HOSPITAL DE FIGUERES;2;CAMPANA DE PARED 3,5 Mts.     ;15-JUL-03;20-MAR-19;SF/A 300       ; 10;  3;  8;2010; 1-FEB-20;L-9115;         ;;         ;;         ;;         ;;         ;10-09;;                    ;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;PLENUM                        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;COCINA 2 FUEGOS               ;L1F  ;  1;  1;  1;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-04-101;2040;REST. LOS ALCARRE•OS;1;CAMPANA CENTRAL 3,06 m x 2,4 m;12-ABR-04;         ;SF/P 450       ; 14;  4; 12;; 1-ABR-10;L-2077 ; 1-OCT-03;;         ;;         ;;         ;;         ;02014-30;030323;                    ;CENTRAL;COLECTOR FILTROS CENTRAL      ;ADP  ;  1;  1;  1;CENTRAL;PLENUM                        ;ADP  ;  1;  1;  1;CENTRAL;FREIDORA                      ;F    ;  2;  2;  4;CENTRAL;COCINA 8 FUEGOS               ;R    ;  4;  1;  4;CENTRAL;PLANCHA HIERRO                ;ADP  ;  4;  1;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-05-01;1990;REST. SOLETICO;1;CAMPANA PARED  6 MTS          ; 2-ABR-04; 1-ABR-09;SF/A 300       ; 14;  5; 10;0612851 del 29-7-03 ; 1-ABR-10;L-3072 de oct.0;         ;;         ;;         ;;         ;;         ;184667 de mayo 03   ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L1N  ;  3;  1;  3;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  1;  2;  2;PARED  ;SARTEN BASCULANTE             ;L230 ;  1;  2;  2;PARED  ;COCINA 6 FUEGOS               ;L260 ;  2;  2;  4;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-05-07;4248;MONCHO'S DE BARCELONA;1;CAMPANA PARRILLAS - GRILL     ;20-NOV-99;18-JUN-14;SF/P 450       ; 13;  7; 13;07011               ; 1-DIC-15;L-5050   ; 1-MAY-06;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;ADP  ;  3;  1;  3;PARED  ;COLECTOR FILTROS PARED        ;ADP  ;  2;  1;  2;PARED  ;PARRILLA CARBON VEGETAL       ;ADP  ;  8;  1;  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-05-07;4248;MONCHO'S DE BARCELONA;1;CAMPANA PARED;19-NOV-03;18-JUN-14;SF/P 450       ; 14;  4; 11;                    ; 1-NOV-13;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;CENTRAL;COLECTOR FILTROS CENTRAL      ;ADP  ;  2;  1;  2;CENTRAL;PLENUM                        ;ADP  ;  2;  1;  2;CENTRAL;FREIDORA                      ;F    ;  3;  2;  6;CENTRAL;COCINA 4 FUEGOS               ;R    ;  2;  1;  2;CENTRAL;PLANCHA HIERRO                ;ADP  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-05-07;4248;MONCHO'S DE BARCELONA;2;CAMPANA CENTRAL ZONA PLANCHA  ;19-NOV-03;18-JUN-14;SF/P 450       ; 12;  4; 12;201422 13/03/03     ; 1-NOV-13;L-8086; 1-AGO-08;;         ;L-8080; 1-JUL-08;;         ;;         ;                    ;;                    ;CENTRAL;COLECTOR FILTROS CENTRAL      ;ADP  ;  2;  1;  2;CENTRAL;PLENUM                        ;ADP  ;  2;  1;  2;CENTRAL;COCINA 3 FUEGOS               ;R    ;  4;  1;  4;CENTRAL;PLANCHA HIERRO                ;ADP  ;  4;  1;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-05-07;4248;MONCHO'S DE BARCELONA;3;CAMPANA PARED ZONA FREIDORAS  ;19-NOV-03;18-JUN-14;SF/P 450       ;  8;  2;  5;                    ; 1-NOV-13;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;COLECTOR FILTROS PARED        ;ADP  ;  1;  1;  1;PARED  ;PLENUM                        ;ADP  ;  1;  1;  1;PARED  ;FREIDORA                      ;F    ;  3;  2;  6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-05-17;2055;B.K. 14075 - LAS PALMAS DE GRAN CANARIAS;1;CAMPANA FREIDORAS (4)         ;24-MAY-04;25-MAR-13;ANSUL          ; 11;  4;  6;                    ; 1-MAY-14;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-05-17;2055;B.K. 14075 - LAS PALMAS DE GRAN CANARIAS;2;CAMPANA BROILER               ;24-MAY-04;25-MAR-13;ANSUL          ;  5;  1;  4;                    ; 1-MAY-14;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L1W  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-06-07;1037004;B.K. 14254 - AV. GRABRIEL ROCA- MALLORCA;1;CAMPANA FREIDORAS (3)         ;15-JUN-04;         ;ANSUL          ;  9;  3;  5;                    ;         ;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  3;  2;  6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-06-07;1037004;B.K. 14254 - AV. GRABRIEL ROCA- MALLORCA;2;CAMPANA BROILER               ;15-JUN-04;         ;ANSUL          ;  5;  1;  4;                    ;         ;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L1W  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-06-101;2078;EUROSERVIKATERING ;1;CAMPANA CENTRAL 3,18x1,80 m;25-JUL-03; 1-JUN-13;SF/P 450       ; 14;  3; 11;                    ; 1-ENE-20;L-2105 ; 1-DIC-02;; 1-ENE-20;L-2105; 1-DIC-02;;         ;;         ;1219567  ;030201;                    ;CENTRAL;COLECTOR FILTROS CENTRAL      ;ADP  ;  1;  1;  1;CENTRAL;PLENUM                        ;ADP  ;  3;  1;  3;CENTRAL;FREIDORA                      ;F    ;  2;  2;  4;CENTRAL;SARTEN BASCULANTE             ;F    ;  1;  2;  2;CENTRAL;COCINA 4 FUEGOS               ;R    ;  4;  1;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-07-10;0691;ESCUELA DE HOSTELERIA HOFMANN;1;CAMPANA CENTRAL 3,5 MTS       ;20-JUL-04;         ;SF/A 300       ; 19;  3; 11;                    ; 1-JUL-10;                    ;         ;;         ;;         ;;         ;;         ;148516    ;030901;                    ;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  2;  1;  2;CENTRAL;PLENUM                        ;L1N  ;  1;  1;  1;CENTRAL;COCINA 4 FUEGOS               ;L245 ;  4;  2;  8;CENTRAL;COCINA 6 FUEGOS               ;L245 ;  4;  2;  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-08-13;2151;GRAN CAFE TUSET;1;CAMPANA PARED 7,38 MTS        ;28-ENE-04;         ;SF/A 300       ; 25;  7; 15;612896 ; 1-ENE-10;L-3051 ; 1-JUL-03;612878;         ;;         ;612832;         ;;         ;114573    ;030501;                    ;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  3;  1;  3;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  3;  2;  6;PARED  ;CONDUCTO EXTRACCI‡N           ;L1W  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  3;  2;  6;PARED  ;COCINA 4 FUEGOS               ;L245 ;  2;  2;  4;PARED  ;COCINA 6 FUEGOS               ;L245 ;  2;  2;  4;PARED  ;SALAMANDRA                    ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-09-02;2261;ESCOLA PIA BALMES;1;CAMPANA ANGULO                ;24-AGO-04;19-ABR-17;SF/A 300       ; 19;  6; 13;2004; 1-AGO-24;L-4028   ; 1-MAR-04;;         ;;         ;;         ;;         ;428446   ;031201;                    ;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  3;  1;  3;PARED  ;PLENUM                        ;L1N  ;  3;  1;  3;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;SARTEN BASCULANTE             ;L230 ;  2;  2;  4;PARED  ;COCINA 4 FUEGOS               ;L260 ;  2;  2;  4;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-09-06;2313;COL-LEGI JOAN PELEGRI;1;CAMPANA CENTRAL 3,5 MTS       ; 6-SEP-04; 2-AGO-22;SF/P 450       ; 12;  3;  8;2020; 1-SEP-30;LIQUIDO AZUL HE; 1-MAY-20;;         ;;         ;;         ;;         ;                    ;;                    ;CENTRAL;COLECTOR FILTROS CENTRAL      ;ADP  ;  2;  1;  2;CENTRAL;PLENUM                        ;ADP  ;  2;  1;  2;CENTRAL;FREIDORA                      ;F    ;  2;  2;  4;CENTRAL;COCINA 4 FUEGOS               ;F    ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-09-10;2177;REST. CICERONE;1;CAMPANA CENTRAL 4 MTS         ;21-MAY-04;         ;SF/A 300       ; 21;  5; 14;427025; 1-MAY-10;L-4028; 1-MAR-04;427025; 1-MAY-10;L-4828; 1-MAR-04;;         ;;         ;133105-3;090507;                    ;CENTRAL;CONDUCTO EXTRACCI‡N           ;L2W  ;  2;  2;  4;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  4;  1;  4;CENTRAL;FREIDORA                      ;L230 ;  2;  2;  4;CENTRAL;COCINA 4 FUEGOS               ;L245 ;  1;  2;  2;CENTRAL;COCINA 8 FUEGOS               ;L245 ;  2;  2;  4;CENTRAL;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;CENTRAL;PLANCHA HIERRO                ;L1N  ;  1;  1;  1;CENTRAL;PARRILLA CARBON VEGETAL       ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-10-13;0193002;CENTRE BONNEMAISON;1;CAMPANA CENTRAL 6 m ;21-AGO-03; 5-AGO-14;SF/P 450       ; 12;  4; 12;nß0418114 fe.21/2/13; 1-AGO-23;apc; 1-MAY-13;;         ;;         ;;         ;;         ;                    ;;                    ;CENTRAL;PLENUM                        ;ADP  ;  2;  1;  2;CENTRAL;COLECTOR FILTROS CENTRAL      ;ADP  ;  2;  1;  2;CENTRAL;PLACA INDUCTORA               ;R    ;  8;  1;  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-10-20;2143;REST. CASA ALIAGA;1;CAMPANA PARRILLA              ;26-ENE-04;20-JUN-19;SF/P 450       ;  8;  1;  8;01158-75 FECHA 05/09; 1-JUN-20;L-0012; 1-FEB-10;;         ;L-9121; 1-DIC-09;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;ADP  ;  1;  1;  1;PARED  ;COLECTOR FILTROS PARED        ;ADP  ;  1;  1;  1;PARED  ;PARRILLA CARBON VEGETAL       ;ADP  ;  6;  1;  6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF-2004-10-20;2143;REST. CASA ALIAGA;2;CAMPANA CENTRAL               ;26-ENE-04;20-JUN-19;SF/P 450       ; 11;  3; 10;01158-86 FECHA 05/09; 1-JUN-20;L-0012; 1-FEB-10;;         ;L-9121; 1-DIC-09;;         ;;         ;                    ;;                    ;CENTRAL;CONDUCTO EXTRACCI‡N           ;ADP  ;  1;  1;  1;CENTRAL;COLECTOR FILTROS CENTRAL      ;ADP  ;  2;  1;  2;CENTRAL;FREIDORA                      ;F    ;  1;  2;  2;CENTRAL;COCINA 2 FUEGOS               ;R    ;  4;  1;  4;CENTRAL;PLANCHA CROMO/FRY TOP         ;ADP  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
